timestep,Bin_x,Bin_y,Bin_z,B_in_mag,Bout_x,Bout_y,Bout_z,B_out_mag,Bam_x,Bam_y,Bam_z,Bam_mag
1484.1875,-1.3885,1.7374,1.6228,2.7531,-1.1024,1.7996,1.5662,2.6281,-1.1459,1.7703,1.3561,2.5072
1484.25,-0.8139,2.0062,1.3278,2.5398,-0.9267,2.0088,1.4693,2.6558,-1.0551,1.7896,1.4504,2.5337
1484.3125,-0.9424,2.005,1.3727,2.6063,-1.1091,1.9181,1.3874,2.6142,-1.1341,1.7567,1.3756,2.5029
1484.375,-1.3485,1.6087,1.7701,2.7458,-1.0785,1.8233,1.692,2.7112,-1.1314,1.7532,1.4841,2.5605
1484.4375,-1.101,1.7505,1.4696,2.537,-0.9984,1.8006,1.4828,2.5372,-1.0913,1.7969,1.4179,2.5358
1484.5,-0.7337,2.0234,1.1323,2.432,-0.8832,1.985,1.321,2.5427,-1.0917,1.778,1.3379,2.4785
1484.5625,-1.1472,1.7199,1.5628,2.5917,-0.974,1.7653,1.5886,2.5669,-1.0765,1.7312,1.4738,2.5156
1484.625,-1.4563,1.454,1.6647,2.6469,-1.194,1.7373,1.6429,2.6726,-1.1207,1.6865,1.454,2.4929
1484.6875,-0.7715,1.9461,1.3161,2.4728,-0.7392,1.9704,1.4675,2.5656,-1.0517,1.8337,1.424,2.5488
1484.75,-0.8723,1.8781,1.4236,2.5129,-0.8718,1.9116,1.3996,2.5245,-1.0633,1.7039,1.4687,2.4882
1484.8125,-1.3567,1.6095,1.5338,2.6045,-1.2143,1.6446,1.6539,2.6296,-1.156,1.7205,1.4177,2.5113
1484.875,-1.272,1.7917,1.4393,2.6268,-1.0126,1.8574,1.5249,2.6078,-1.1047,1.7754,1.3558,2.4921
1484.9375,-0.7014,1.9543,1.3006,2.4501,-0.8438,1.9011,1.5615,2.6009,-1.0718,1.7215,1.5061,2.526
1485,-1.1024,1.853,1.3343,2.5356,-1.0815,1.7855,1.4109,2.5195,-1.1327,1.7838,1.3594,2.5126
1485.0625,-1.3495,1.707,1.5963,2.6987,-1.0815,1.7568,1.6618,2.6491,-1.0467,1.8375,1.4246,2.5498
1485.125,-0.9631,1.963,1.3727,2.5817,-0.9602,1.9173,1.4482,2.5876,-1.1152,1.8359,1.3944,2.561
1485.1875,-0.6884,2.0145,1.3644,2.5286,-0.8918,2.047,1.5219,2.7022,-1.1172,1.7866,1.4569,2.5617
1485.25,-1.2986,1.6715,1.5921,2.6486,-1.1531,1.7972,1.5443,2.6352,-1.102,1.7726,1.3809,2.5026
1485.3125,-1.1628,1.6842,1.7183,2.6723,-1.0491,1.7032,1.6098,2.5676,-1.0799,1.737,1.5118,2.5434
1485.375,-0.7718,1.9611,1.3746,2.5161,-0.8493,1.8965,1.4603,2.5397,-1.1075,1.7295,1.4608,2.5202
1485.4375,-1.0174,1.9526,1.3952,2.6066,-0.9644,2.0083,1.4024,2.6325,-1.0909,1.8142,1.4173,2.5476
1485.5,-1.3195,1.6117,1.6342,2.6475,-1.1703,1.7931,1.6154,2.6822,-1.1119,1.7714,1.4225,2.5294
1485.5625,-0.9646,1.8621,1.3814,2.5112,-0.9402,1.7882,1.4682,2.4974,-1.0556,1.7561,1.4129,2.4889
1485.625,-0.8341,2.0193,1.2346,2.5095,-0.7533,2.0266,1.499,2.6309,-1.0957,1.7814,1.4741,2.5587
1485.6875,-1.112,1.7801,1.4359,2.543,-1.0673,1.8845,1.5329,2.6534,-1.1368,1.8327,1.3631,2.5513
1485.75,-1.329,1.6149,1.5289,2.5907,-1.0684,1.7157,1.6069,2.5821,-1.0651,1.7416,1.3996,2.4752
1485.8125,-0.8364,1.8505,1.2407,2.3797,-0.8889,1.8328,1.4914,2.5246,-1.1029,1.6859,1.3749,2.4391
1485.875,-0.8901,1.9614,1.2929,2.5122,-1.0042,1.9425,1.4078,2.6007,-1.0865,1.8148,1.3407,2.5043
1485.9375,-1.3072,1.5836,1.6879,2.6581,-1.1438,1.8324,1.6962,2.7465,-1.0789,1.7261,1.5125,2.5359
1486,-1.1033,1.8674,1.4992,2.6367,-0.9665,1.852,1.4287,2.5308,-1.0725,1.8282,1.3715,2.5246
1486.0625,-0.7729,1.9225,1.2708,2.4307,-0.7666,1.9733,1.4092,2.5431,-1.0614,1.736,1.3462,2.4398
1486.125,-1.0013,1.6796,1.6165,2.537,-0.9808,1.7158,1.5632,2.5199,-1.0635,1.6956,1.4729,2.485
1486.1875,-1.3925,1.6823,1.5586,2.683,-1.1702,1.793,1.5234,2.6277,-1.1223,1.7987,1.3373,2.5066
1486.25,-1.006,1.8805,1.4164,2.5602,-1.0364,1.9425,1.3774,2.5971,-1.1422,1.7924,1.383,2.5358
1486.3125,-0.9274,1.9017,1.225,2.4448,-0.9751,1.884,1.3906,2.5366,-1.2102,1.7312,1.4031,2.5358
1486.375,-1.3016,1.7149,1.6733,2.7268,-1.1755,1.7868,1.5741,2.6556,-1.1242,1.7601,1.4209,2.526
1486.4375,-1.172,1.705,1.5823,2.6047,-1.0305,1.7311,1.6224,2.5867,-1.1242,1.7011,1.4735,2.5157
1486.5,-0.7905,1.9468,1.4127,2.5319,-0.8163,1.9391,1.5148,2.5925,-1.1276,1.693,1.4793,2.5152
1486.5625,-1.038,1.7554,1.4241,2.4873,-1.0034,1.853,1.5789,2.6331,-1.1622,1.7336,1.4114,2.5195
1486.625,-1.3854,1.6437,1.7419,2.7668,-1.1666,1.7771,1.7248,2.7375,-1.085,1.754,1.471,2.5333
1486.6875,-0.9457,1.8878,1.4312,2.5508,-0.949,1.8102,1.5299,2.553,-1.062,1.7171,1.4561,2.4893
1486.75,-0.8084,1.9626,1.3239,2.5016,-0.8402,1.9132,1.4383,2.5367,-1.1099,1.7794,1.4525,2.551
1486.8125,-1.2379,1.687,1.6423,2.66,-0.9383,1.6528,1.432,2.3797,-1.0716,1.6987,1.4116,2.4549
1486.875,-1.1988,1.6846,1.6298,2.6328,-1.1098,1.7602,1.7057,2.6907,-1.1157,1.7378,1.4477,2.522
1486.9375,-0.77,1.8821,1.3267,2.428,-0.8736,1.8214,1.4666,2.4963,-1.0831,1.6599,1.411,2.433
1487,-0.9269,1.9454,1.5623,2.6616,-0.9054,1.8915,1.5528,2.6093,-1.1181,1.7175,1.4714,2.5229
1487.0625,-1.2455,1.6512,1.6882,2.6698,-1.1142,1.7967,1.6437,2.6779,-1.0612,1.8004,1.4545,2.5463
1487.125,-1.1169,1.8605,1.5808,2.6847,-0.9602,1.8729,1.5445,2.6106,-1.0602,1.756,1.4695,2.5233
1487.1875,-0.8264,1.8793,1.2795,2.4191,-0.9575,2.0296,1.4878,2.6925,-1.1089,1.7666,1.4443,2.5371
1487.25,-1.1239,1.8329,1.6879,2.7334,-1.0516,1.8497,1.6526,2.6941,-1.0832,1.7431,1.5359,2.5633
1487.3125,-1.2605,1.4661,1.6226,2.5241,-1.1542,1.6562,1.6231,2.5903,-1.1087,1.6767,1.4461,2.4762
1487.375,-0.9808,1.9713,1.4685,2.6466,-0.9425,1.9208,1.3911,2.552,-1.1552,1.7726,1.4523,2.5663
1487.4375,-0.9056,2.0318,1.4149,2.6363,-1.0024,2.0175,1.4002,2.6525,-1.0715,1.7914,1.4571,2.5457
1487.5,-1.2435,1.623,1.7624,2.6993,-1.1067,1.7451,1.7228,2.6904,-1.074,1.7177,1.5128,2.5283
1487.5625,-1.1123,1.7437,1.6041,2.6174,-0.9314,1.7246,1.5574,2.5034,-1.081,1.7154,1.51,2.5281
1487.625,-0.7181,1.9195,1.3382,2.4476,-0.7689,1.9411,1.5538,2.6026,-1.0874,1.725,1.5453,2.5585
1487.6875,-1.0834,1.7026,1.5761,2.5606,-1.0165,1.846,1.6153,2.6553,-1.0933,1.6821,1.5277,2.5216
1487.75,-1.3336,1.5813,1.6893,2.6707,-1.0495,1.6893,1.6324,2.5729,-1.068,1.7075,1.4835,2.5014
1487.8125,-0.8325,1.8092,1.4337,2.4539,-0.9703,1.8611,1.4159,2.5318,-1.1094,1.6943,1.3932,2.4582
1487.875,-0.8902,2.0342,1.2802,2.5631,-0.8852,1.9352,1.5476,2.6313,-1.0621,1.7764,1.457,2.5311
1487.9375,-1.4109,1.5874,1.7492,2.7514,-1.1104,1.6986,1.6958,2.6446,-1.1214,1.7012,1.4657,2.51
1488,-1.2847,1.7114,1.6073,2.6764,-1.0308,1.8362,1.5476,2.6133,-1.0866,1.7304,1.4616,2.5123
1488.0625,-0.7022,1.9136,1.3743,2.4584,-0.7777,1.8896,1.4772,2.5214,-1.0251,1.7262,1.5203,2.5183
1488.125,-0.9459,1.8595,1.5153,2.5785,-0.9763,1.8297,1.5253,2.5744,-1.1083,1.7164,1.4463,2.5032
1488.1875,-1.3091,1.6333,1.646,2.6628,-1.0233,1.7306,1.5412,2.5333,-1.1125,1.7338,1.4126,2.4978
1488.25,-1.0689,1.71,1.5136,2.5214,-1.0095,1.8606,1.5694,2.6352,-1.1342,1.6786,1.4794,2.5086
1488.3125,-0.8167,1.9634,1.3814,2.5358,-0.8753,1.7852,1.5256,2.5062,-1.1373,1.6732,1.4921,2.5139
1488.375,-1.2368,1.6669,1.4968,2.5591,-1.0499,1.7357,1.4594,2.4989,-1.0729,1.7097,1.3969,2.4546
1488.4375,-1.1873,1.6394,1.6645,2.6207,-1.0593,1.6613,1.6408,2.564,-1.0262,1.6831,1.4552,2.4502
1488.5,-0.8912,1.8986,1.5503,2.6081,-0.873,1.8489,1.5603,2.572,-1.0845,1.7083,1.5697,2.561
1488.5625,-0.9033,1.9366,1.4868,2.6033,-0.8897,1.9244,1.619,2.6676,-1.063,1.7625,1.485,2.538
1488.625,-1.2365,1.5649,1.6568,2.5928,-1.1358,1.7382,1.7468,2.7134,-1.0824,1.7091,1.4811,2.5073
1488.6875,-1.0502,1.8908,1.6216,2.7032,-0.9339,1.8474,1.7066,2.6828,-1.0159,1.7915,1.5104,2.554
1488.75,-0.659,2.0071,1.2616,2.4606,-0.751,1.9019,1.5339,2.5562,-1.0599,1.7415,1.4825,2.5207
1488.8125,-1.1776,1.7521,1.5064,2.5934,-1.0712,1.7811,1.5229,2.5767,-1.0636,1.745,1.4095,2.4825
1488.875,-1.3486,1.6042,1.7686,2.7423,-1.0864,1.7747,1.7407,2.7129,-1.0673,1.7412,1.4866,2.526
1488.9375,-0.8745,2.0253,1.3574,2.5901,-1.0004,1.9301,1.497,2.6395,-1.0715,1.7519,1.495,2.5401
1489,-0.8713,1.8536,1.3834,2.4716,-0.9246,1.9249,1.4573,2.5853,-1.0667,1.7126,1.4777,2.5009
1489.0625,-1.2996,1.6693,1.5788,2.6397,-1.1341,1.762,1.5259,2.5921,-1.1045,1.744,1.4066,2.498
1489.125,-1.2113,1.7274,1.5613,2.6247,-1.1368,1.8051,1.4919,2.6032,-1.1116,1.7476,1.4305,2.5171
1489.1875,-0.7388,2.0186,1.3349,2.5303,-0.8422,1.9298,1.4199,2.5396,-1.1034,1.7938,1.448,2.5558
1489.25,-1.0367,1.8685,1.4606,2.5883,-0.8757,1.9079,1.5088,2.5852,-1.0852,1.7859,1.3778,2.5031
1489.3125,-1.3509,1.6391,1.6369,2.6817,-1.2071,1.8705,1.5902,2.7358,-1.1458,1.78,1.3895,2.5322
1489.375,-0.989,1.9661,1.3682,2.5915,-0.7774,1.8489,1.547,2.533,-1.1018,1.8635,1.4565,2.6092
1489.4375,-0.8525,2.047,1.4077,2.6265,-0.7632,2.0264,1.5794,2.6801,-1.0656,1.83,1.5098,2.6007
1489.5,-1.1387,1.7271,1.5877,2.6077,-1.0424,1.8425,1.5596,2.6294,-1.0328,1.8046,1.3938,2.5032
1489.5625,-1.2721,1.6827,1.6704,2.6907,-1.1172,1.8224,1.7017,2.7323,-1.1261,1.7497,1.5211,2.5775
1489.625,-0.8437,1.9945,1.4327,2.5967,-0.8447,1.8181,1.5013,2.5045,-1.0424,1.7269,1.5726,2.5577
1489.6875,-0.9297,1.816,1.4778,2.5191,-0.9769,1.9414,1.4272,2.6,-1.0832,1.7617,1.4637,2.5337
1489.75,-1.3856,1.6229,1.6295,2.6849,-1.2324,1.8406,1.525,2.6892,-1.1363,1.7994,1.3644,2.5279
1489.8125,-1.1397,1.9131,1.5736,2.7268,-1.1333,1.8912,1.708,2.7889,-1.1587,1.787,1.4904,2.5995
1489.875,-0.7787,2.0566,1.357,2.5841,-0.924,1.965,1.5116,2.6457,-1.151,1.8425,1.5052,2.6429
1489.9375,-1.2394,1.8536,1.6507,2.7744,-1.0761,1.8976,1.5883,2.6985,-1.1533,1.8248,1.4982,2.6277
1490,-1.3111,1.5559,1.6265,2.6049,-1.0856,1.7287,1.6361,2.6161,-1.1134,1.7308,1.4182,2.4993
1490.0625,-0.7309,1.8467,1.4098,2.4356,-0.8498,1.9276,1.5488,2.6147,-1.1341,1.716,1.5399,2.5695
1490.125,-0.8865,1.8017,1.4232,2.4612,-0.8754,1.8282,1.593,2.5781,-1.1369,1.7315,1.5533,2.5891
1490.1875,-1.3641,1.5939,1.804,2.7669,-1.0778,1.7439,1.6882,2.6558,-1.0858,1.7219,1.562,2.5659
1490.25,-1.1126,1.785,1.49,2.5776,-1.0173,1.871,1.5108,2.6111,-1.0854,1.8062,1.4079,2.5342
1490.3125,-0.8072,1.9982,1.2889,2.5111,-0.8689,1.896,1.3915,2.5072,-1.1083,1.7348,1.4187,2.5001
1490.375,-1.1169,1.8374,1.5067,2.6256,-1.0828,1.7705,1.5351,2.5814,-1.1039,1.7291,1.3561,2.4592
1490.4375,-1.3325,1.6133,1.7344,2.7178,-1.061,1.6784,1.6896,2.6072,-1.0748,1.7742,1.4975,2.5584
1490.5,-0.9302,1.8679,1.3669,2.4945,-0.9057,1.7491,1.4556,2.4492,-1.0592,1.7063,1.4071,2.4522
1490.5625,-0.8018,1.9944,1.3377,2.5318,-0.8548,1.9951,1.5074,2.6425,-1.0701,1.7406,1.4559,2.5089
1490.625,-1.3329,1.6537,1.7203,2.7333,-1.1081,1.8316,1.7676,2.7761,-1.0645,1.7577,1.5291,2.5614
1490.6875,-1.2807,1.7327,1.4759,2.6116,-1.1211,1.814,1.5567,2.6402,-1.1371,1.7896,1.4151,2.5492
1490.75,-0.8172,1.9459,1.2355,2.4456,-0.9083,1.9483,1.3861,2.5577,-1.1651,1.7533,1.4242,2.5416
1490.8125,-0.9925,1.8357,1.5041,2.5724,-1.0834,2.0011,1.5493,2.753,-1.1179,1.7892,1.4934,2.5847
1490.875,-1.3777,1.7715,1.6923,2.8107,-1.1223,1.8763,1.6238,2.7234,-1.0917,1.8162,1.4,2.5398
1490.9375,-0.962,1.8637,1.2962,2.4656,-1.0502,1.8918,1.3461,2.5483,-1.0875,1.767,1.3277,2.4633
1491,-0.7867,2.0329,1.1618,2.4701,-0.9006,2.0181,1.3468,2.588,-1.1155,1.8394,1.2939,2.5103
1491.0625,-1.2451,1.6179,1.5023,2.5347,-1.0966,1.8357,1.5617,2.6479,-1.1113,1.7474,1.3858,2.4918
1491.125,-1.2753,1.7379,1.538,2.648,-1.0906,1.8604,1.6559,2.7189,-1.0312,1.8268,1.4036,2.524
1491.1875,-0.7198,2.0487,1.2915,2.5265,-0.9011,1.9349,1.4494,2.58,-1.0952,1.7866,1.4107,2.5262
1491.25,-0.8848,1.867,1.4256,2.5101,-0.8106,1.8597,1.4923,2.5184,-1.0256,1.7462,1.4759,2.5058
1491.3125,-1.259,1.5654,1.6654,2.6094,-1.1212,1.8143,1.629,2.6837,-1.0054,1.7721,1.4645,2.5092
1491.375,-0.9891,1.7661,1.6475,2.6099,-0.925,1.8553,1.6938,2.677,-1.0246,1.731,1.5528,2.5411
1491.4375,-0.6883,2.0568,1.3366,2.5476,-0.7733,1.9117,1.5262,2.5655,-1.067,1.7588,1.5012,2.5467
1491.5,-1.1003,1.5398,1.6262,2.4952,-0.9285,1.7574,1.6108,2.5584,-1.0521,1.6223,1.4934,2.4431
1491.5625,-1.1923,1.6412,1.6159,2.5935,-1.077,1.6169,1.5261,2.4705,-1.0621,1.6973,1.4259,2.458
1491.625,-0.7637,1.8901,1.3418,2.4405,-0.7616,1.8807,1.4996,2.5231,-1.0154,1.7626,1.4631,2.5057
1491.6875,-0.8142,2.0089,1.4506,2.6082,-0.9005,2.0524,1.5386,2.7186,-1.0331,1.832,1.4511,2.5552
1491.75,-1.2706,1.7294,1.7601,2.7755,-1.1224,1.7865,1.6434,2.6744,-1.0563,1.8206,1.4869,2.5771
1491.8125,-1.1932,1.8344,1.4437,2.6216,-0.935,1.9005,1.4956,2.5929,-1.0926,1.7758,1.4436,2.536
1491.875,-0.78,2.0747,1.2276,2.5337,-0.8731,1.9628,1.3657,2.5456,-1.1265,1.8381,1.4024,2.5719
1491.9375,-1.1629,1.8964,1.5269,2.6982,-1.0241,1.8603,1.5944,2.6555,-1.1277,1.7708,1.4956,2.5777
1492,-1.3209,1.6392,1.7136,2.7145,-1.1311,1.837,1.6569,2.7202,-1.0642,1.7885,1.5103,2.5714
1492.0625,-0.8852,1.8782,1.4807,2.5502,-0.967,2.0097,1.4925,2.6835,-1.0881,1.8234,1.4444,2.5681
1492.125,-0.7466,1.9103,1.2477,2.4007,-0.8206,1.9428,1.4925,2.5837,-1.0533,1.7775,1.4475,2.5227
1492.1875,-1.239,1.6778,1.5273,2.5851,-1.1199,1.8739,1.5439,2.6738,-1.0793,1.7719,1.3374,2.4684
1492.25,-1.141,1.7633,1.4216,2.5361,-1.0078,1.8872,1.4834,2.6034,-1.0279,1.8278,1.3137,2.4745
1492.3125,-0.7243,2.1042,1.1696,2.514,-0.7711,1.9803,1.3248,2.5042,-1.0356,1.8004,1.3513,2.4779
1492.375,-0.9511,1.8642,1.4238,2.5312,-0.8168,1.9456,1.5155,2.5979,-1.0323,1.8524,1.3947,2.5382
1492.4375,-1.282,1.6647,1.5646,2.6196,-1.18,1.8399,1.569,2.6906,-1.031,1.8319,1.3334,2.4894
1492.5,-0.8736,1.9059,1.4882,2.5711,-0.915,1.9089,1.5042,2.5969,-1.0122,1.786,1.4767,2.5288
1492.5625,-0.6615,2.0899,1.2465,2.5217,-0.7852,2.0368,1.3735,2.5791,-1.0233,1.8405,1.3931,2.5249
1492.625,-1.186,1.7864,1.5586,2.6508,-1.0058,1.784,1.5096,2.5443,-1.0544,1.7672,1.3608,2.4671
1492.6875,-1.0937,1.7231,1.653,2.6263,-1.0766,1.8958,1.568,2.6855,-0.993,1.8062,1.4072,2.4957
1492.75,-0.7163,1.9755,1.3224,2.4829,-0.8664,1.8898,1.3709,2.4903,-1.049,1.7492,1.407,2.4778
1492.8125,-0.8439,1.9871,1.3097,2.5251,-0.9594,1.8649,1.4682,2.5601,-1.0546,1.7825,1.4419,2.5236
1492.875,-1.4123,1.7534,1.6345,2.7822,-1.1452,1.7753,1.6044,2.6528,-1.0598,1.8602,1.372,2.5428
1492.9375,-1.0712,1.811,1.5041,2.5865,-1.1199,1.922,1.5156,2.6917,-1.1345,1.8012,1.3569,2.5244
1493,-0.6633,2.0592,1.1949,2.4715,-0.742,1.9697,1.4199,2.5389,-1.1023,1.7858,1.3607,2.5012
1493.0625,-1.0402,1.7405,1.5063,2.5259,-1.0432,1.9058,1.4966,2.6382,-1.047,1.8015,1.383,2.5008
1493.125,-1.246,1.6844,1.7465,2.7276,-1.0887,1.7619,1.5903,2.6112,-1.0124,1.7753,1.5065,2.5389
1493.1875,-0.8853,1.8706,1.3041,2.4461,-0.8666,1.8582,1.4547,2.514,-1.0343,1.765,1.4077,2.4833
1493.25,-0.8396,2.0318,1.3448,2.5772,-0.8478,1.9077,1.3901,2.5081,-1.1383,1.8078,1.4099,2.5596
1493.3125,-1.265,1.6928,1.6168,2.6608,-1.0425,1.8396,1.5825,2.641,-1.0523,1.7946,1.4257,2.522
1493.375,-1.1644,1.8631,1.5686,2.6995,-1.0083,1.9209,1.627,2.7118,-1.0681,1.8696,1.3899,2.5628
1493.4375,-0.613,1.925,1.3414,2.425,-0.8342,1.9836,1.4692,2.6056,-1.0083,1.7729,1.4195,2.485
1493.5,-0.879,1.8905,1.4769,2.555,-0.9447,1.8439,1.5048,2.5606,-1.027,1.8129,1.3873,2.5032
1493.5625,-1.2349,1.68,1.7173,2.7012,-1.0821,1.8138,1.5778,2.6364,-0.9938,1.862,1.4701,2.5721
1493.625,-0.831,2.0198,1.4124,2.601,-0.8485,1.8948,1.5247,2.5759,-1.03,1.8284,1.4409,2.5456
1493.6875,-0.6788,2.0163,1.3641,2.5272,-0.8183,1.9927,1.3792,2.5579,-1.0529,1.7848,1.4252,2.515
1493.75,-1.1337,1.7182,1.5546,2.5796,-1.0127,1.8229,1.67,2.6716,-1.0137,1.776,1.4386,2.5003
1493.8125,-1.206,1.7154,1.5471,2.6059,-0.9019,1.8066,1.5547,2.5484,-0.9316,1.8087,1.366,2.4505
1493.875,-0.6358,1.9708,1.3282,2.4602,-0.7835,1.971,1.5026,2.5993,-0.997,1.7844,1.4985,2.5345
1493.9375,-0.8503,1.9288,1.542,2.6117,-0.9095,1.9446,1.6824,2.7274,-1.0139,1.7867,1.5166,2.5535
1494,-1.2866,1.7081,1.757,2.7676,-0.9612,1.8114,1.7079,2.6687,-1.0014,1.7988,1.5043,2.5498
1494.0625,-0.9683,1.8852,1.4368,2.5605,-0.9248,1.8917,1.6059,2.6481,-0.9966,1.8023,1.4476,2.5173
1494.125,-0.5775,1.914,1.3571,2.4163,-0.8263,1.964,1.377,2.537,-1.041,1.7806,1.4406,2.5159
1494.1875,-1.0913,1.8009,1.6107,2.6512,-1.0365,1.8569,1.5995,2.661,-1.0829,1.7986,1.4188,2.5339
1494.25,-1.4373,1.7644,1.7768,2.8872,-1.084,1.7734,1.6943,2.6815,-1.1153,1.7819,1.4646,2.5621
1494.3125,-0.79,2.0337,1.4446,2.6167,-0.7747,2.0152,1.5351,2.6491,-1.0212,1.8025,1.4579,2.5332
1494.375,-0.6875,2.0585,1.58,2.6845,-0.7192,1.9595,1.5846,2.6206,-0.9457,1.8321,1.5022,2.551
1494.4375,-1.2089,1.5965,1.7104,2.6336,-1.0916,1.8651,1.5623,2.6666,-1.0273,1.7886,1.4126,2.5
1494.5,-1.1357,1.7441,1.4599,2.5422,-1.0468,1.8517,1.475,2.5885,-1.0541,1.7612,1.4344,2.5041
1494.5625,-0.7852,2.056,1.4025,2.6097,-0.8293,1.9445,1.553,2.6231,-1.1185,1.7586,1.4997,2.5677
1494.625,-1.0025,1.7542,1.5466,2.5445,-0.9619,1.92,1.5324,2.6382,-1.0565,1.7759,1.4472,2.5228
1494.6875,-1.3099,1.6918,1.6412,2.6966,-1.0874,1.8037,1.534,2.6056,-1.0891,1.7918,1.3679,2.5036
1494.75,-0.751,1.9143,1.3828,2.4781,-0.7512,1.8726,1.525,2.5292,-1.0182,1.7694,1.4598,2.5097
1494.8125,-0.7171,1.9965,1.3836,2.5327,-0.8432,2.0084,1.5327,2.6634,-1.0534,1.8052,1.516,2.582
1494.875,-1.1895,1.7962,1.5944,2.6802,-0.9843,1.8147,1.6912,2.6687,-1.0435,1.8006,1.4595,2.5419
1494.9375,-1.1869,1.7941,1.7533,2.7751,-1.2743,1.9095,1.6704,2.839,-1.1513,1.8195,1.5308,2.6418
1495,-0.699,1.9859,1.3684,2.511,-0.8588,1.9742,1.5042,2.6264,-1.0798,1.7927,1.5078,2.5794
1495.0625,-0.866,1.8423,1.426,2.4855,-0.9519,1.9402,1.5673,2.6697,-1.0418,1.8028,1.4951,2.5634
1495.125,-1.304,1.6278,1.6923,2.6859,-1.049,1.7156,1.6212,2.583,-1.0978,1.7458,1.4163,2.5018
1495.1875,-0.9314,1.8139,1.3885,2.4669,-0.89,1.9143,1.4586,2.5659,-1.0532,1.7774,1.3709,2.4795
1495.25,-0.5953,2.029,1.2533,2.458,-0.7781,1.9698,1.3954,2.5363,-0.9955,1.8284,1.4636,2.5448
1495.3125,-1.1889,1.784,1.6511,2.706,-0.905,1.8797,1.5887,2.6222,-0.9845,1.814,1.4176,2.5039
1495.375,-1.1378,1.7196,1.6442,2.6372,-0.9706,1.8644,1.607,2.6459,-1.0413,1.8072,1.4492,2.5398
1495.4375,-0.6631,1.9854,1.406,2.5215,-0.7941,2.036,1.5106,2.6566,-1.0494,1.8345,1.4838,2.5824
1495.5,-0.8167,2.0844,1.4817,2.6846,-0.7952,2.0233,1.5879,2.6921,-0.9935,1.8644,1.5307,2.6088
1495.5625,-1.2982,1.8424,1.6779,2.8098,-1.1453,1.9237,1.6352,2.7724,-1.1146,1.8917,1.4698,2.6422
1495.625,-1.1305,1.8955,1.4689,2.6511,-0.9673,1.8653,1.6005,2.6413,-1.0997,1.8482,1.4664,2.603
1495.6875,-0.8083,2.0083,1.4184,2.5882,-0.8818,1.9937,1.4533,2.62,-1.0952,1.8172,1.4807,2.5873
1495.75,-1.1339,1.8006,1.6986,2.7227,-0.9965,1.8305,1.7647,2.731,-1.1154,1.762,1.5593,2.6039
1495.8125,-1.3775,1.7856,1.6997,2.824,-1.1017,1.7551,1.7298,2.6993,-1.1431,1.8199,1.4736,2.6058
1495.875,-0.7447,2.1735,1.4016,2.6913,-0.8918,2.0861,1.5656,2.7565,-1.0862,1.9123,1.4755,2.6484
1495.9375,-0.8639,2.0829,1.3998,2.6541,-0.864,1.9204,1.4696,2.5679,-1.0986,1.8222,1.4673,2.5847
1496,-1.3548,1.7697,1.7548,2.8367,-1.1326,1.7072,1.7544,2.6972,-1.0592,1.8453,1.5368,2.6247
1496.0625,-1.0439,1.8584,1.7044,2.7292,-0.8879,2.0476,1.7619,2.8435,-1.0435,1.8835,1.5532,2.655
1496.125,-0.8049,1.9352,1.2751,2.4533,-0.7886,1.8827,1.4807,2.5217,-1.1016,1.7498,1.4482,2.5244
1496.1875,-1.0162,1.856,1.5141,2.6019,-1.0149,1.9498,1.7419,2.8047,-1.1094,1.8204,1.4808,2.5957
1496.25,-1.3333,1.7203,1.7763,2.8093,-1.0555,1.9161,1.7003,2.7706,-1.0419,1.8509,1.49,2.5945
1496.3125,-0.9072,1.9212,1.3955,2.542,-0.9422,1.9147,1.4662,2.5892,-1.0983,1.7809,1.5162,2.5839
1496.375,-0.7968,1.9633,1.429,2.5556,-0.9215,1.9755,1.4385,2.6117,-1.1086,1.8292,1.5006,2.6128
1496.4375,-1.2149,1.6876,1.6428,2.65,-1.0058,1.7787,1.5112,2.5415,-1.0596,1.752,1.4342,2.4998
1496.5,-1.2378,1.6319,1.631,2.6183,-1.196,1.9115,1.5745,2.7502,-1.0993,1.768,1.449,2.5365
1496.5625,-0.6691,1.9876,1.2867,2.4605,-0.8763,1.9942,1.3822,2.5798,-1.0456,1.8161,1.4212,2.5321
1496.625,-1.0138,2.0113,1.317,2.6092,-0.9419,1.9961,1.4688,2.6512,-1.0816,1.83,1.4622,2.5801
1496.6875,-1.3354,1.766,1.6529,2.763,-1.241,1.8695,1.6512,2.7859,-1.0893,1.8335,1.4654,2.5876
1496.75,-0.9926,1.9796,1.4898,2.669,-1.0536,2.0194,1.4744,2.7133,-1.1183,1.8945,1.4287,2.6232
1496.8125,-0.7559,2.0911,1.2888,2.57,-0.834,2.181,1.3597,2.702,-1.0812,1.8764,1.3799,2.5679
1496.875,-1.0775,1.8523,1.5034,2.6177,-0.9303,1.9337,1.5152,2.6269,-1.0329,1.8612,1.4297,2.5641
1496.9375,-1.177,1.7867,1.7086,2.7381,-0.9987,1.8295,1.6145,2.6365,-1.0366,1.8376,1.4584,2.5648
1497,-0.7508,1.9147,1.4232,2.5011,-0.8417,2.0146,1.5062,2.6525,-1.051,1.7987,1.4707,2.5501
1497.0625,-0.817,2.0278,1.366,2.5779,-0.9306,1.9563,1.4435,2.6032,-1.0319,1.844,1.4456,2.5602
