timestep,Bin_x,Bin_y,Bin_z,B_in_mag,Bout_x,Bout_y,Bout_z,B_out_mag,Bam_x,Bam_y,Bam_z,Bam_mag
524,-0.7626,-0.5581,2.0454,2.2531,-0.7752,-0.4698,2.0675,2.2574,-0.7983,-0.5277,1.9313,2.1553
524.0625,-0.7692,-0.5724,1.9987,2.2168,-0.7042,-0.4653,2.0767,2.2417,-0.8303,-0.6225,1.9826,2.2378
524.125,-0.8027,-0.5272,2.0698,2.2818,-0.6397,-0.4322,2.0813,2.2199,-0.8046,-0.5502,1.985,2.2114
524.1875,-0.7717,-0.5219,1.9529,2.1637,-0.7151,-0.4007,2.0091,2.1698,-0.8191,-0.5449,1.9471,2.1815
524.25,-0.8115,-0.4914,2.0189,2.2307,-0.7216,-0.403,2.1287,2.2835,-0.8411,-0.5417,1.9351,2.1784
524.3125,-0.8209,-0.6374,1.9155,2.1793,-0.6876,-0.6452,2.059,2.2646,-0.8247,-0.6646,1.9226,2.1951
524.375,-0.7105,-0.4366,2.0278,2.1926,-0.6558,-0.4629,2.0186,2.1723,-0.8015,-0.5949,1.9085,2.1538
524.4375,-0.7525,-0.6428,1.8421,2.0911,-0.6562,-0.4566,2.0677,2.2168,-0.7739,-0.6692,1.9451,2.1978
524.5,-0.7587,-0.5834,1.9668,2.1873,-0.6251,-0.5331,1.9957,2.1582,-0.773,-0.6208,1.924,2.1644
524.5625,-0.7754,-0.5881,2.144,2.3545,-0.6295,-0.5595,2.1305,2.2909,-0.7783,-0.6126,2.0074,2.2384
524.625,-0.7511,-0.6416,1.8902,2.1328,-0.7223,-0.5547,2.0592,2.2516,-0.7912,-0.6463,1.9217,2.1763
524.6875,-0.749,-0.5976,2.0121,2.2286,-0.6912,-0.5762,2.0209,2.2122,-0.8196,-0.6445,1.9521,2.2131
524.75,-0.8816,-0.5558,2.116,2.3587,-0.7452,-0.5846,2.0601,2.2673,-0.7946,-0.7078,2.02,2.2831
524.8125,-0.7189,-0.5764,1.97,2.1749,-0.6753,-0.5738,2.0564,2.2392,-0.81,-0.6564,1.9987,2.2542
524.875,-0.8032,-0.6738,2.1059,2.3524,-0.7736,-0.4996,2.1049,2.2975,-0.8269,-0.6308,1.9832,2.2393
524.9375,-0.6932,-0.6943,1.9502,2.1831,-0.5988,-0.5934,2.0664,2.2317,-0.7673,-0.708,1.9794,2.2379
525,-0.7198,-0.6721,2.0227,2.2498,-0.7379,-0.6291,2.1043,2.3169,-0.7557,-0.7141,1.9749,2.2319
525.0625,-0.7737,-0.6472,2.0434,2.2788,-0.7474,-0.6061,2.1342,2.3411,-0.7914,-0.7039,2.0364,2.2954
525.125,-0.6633,-0.7017,2.1181,2.3278,-0.6102,-0.617,2.1083,2.2799,-0.7542,-0.7399,1.9696,2.2351
525.1875,-0.7738,-0.6971,2.0131,2.2666,-0.7303,-0.6188,1.9553,2.1771,-0.7923,-0.7038,1.888,2.1651
525.25,-0.7489,-0.6255,1.8864,2.1238,-0.6611,-0.5388,2.0811,2.249,-0.7602,-0.6603,1.9366,2.1827
525.3125,-0.7088,-0.7045,2.0537,2.2839,-0.7662,-0.663,2.0556,2.2918,-0.7532,-0.7293,1.9653,2.2275
525.375,-0.7674,-0.6398,1.9195,2.164,-0.6898,-0.6873,1.99,2.2154,-0.7977,-0.7173,1.8473,2.1362
525.4375,-0.6962,-0.6687,2.0415,2.2582,-0.6962,-0.5108,1.8498,2.0414,-0.8075,-0.6787,1.8165,2.1006
525.5,-0.72,-0.67,1.8778,2.1198,-0.6592,-0.5768,1.9676,2.1537,-0.7749,-0.6948,1.877,2.1462
525.5625,-0.7403,-0.645,1.9454,2.1792,-0.7136,-0.6139,2.0557,2.261,-0.8135,-0.7851,1.9446,2.2494
525.625,-0.6918,-0.6349,2.1116,2.311,-0.7876,-0.5972,2.1592,2.3747,-0.7961,-0.6918,2.0099,2.2699
525.6875,-0.684,-0.5686,2.0135,2.2012,-0.6779,-0.6901,2.105,2.3166,-0.8055,-0.695,2.0073,2.2718
525.75,-0.799,-0.7013,1.9457,2.2172,-0.6139,-0.6693,2.0167,2.2117,-0.7802,-0.718,1.9527,2.222
525.8125,-0.7952,-0.7663,1.8947,2.1931,-0.6563,-0.6541,2.0654,2.2637,-0.7505,-0.7708,1.8858,2.1711
525.875,-0.7027,-0.8083,2.0099,2.2774,-0.7515,-0.6904,2.0693,2.3073,-0.8251,-0.8308,1.9395,2.2655
525.9375,-0.6511,-0.8136,1.9393,2.2015,-0.8155,-0.7322,2.0447,2.3199,-0.8038,-0.8428,1.9478,2.2694
526,-0.7197,-0.8077,2.0084,2.2812,-0.7125,-0.7251,1.9955,2.2395,-0.7513,-0.83,1.912,2.2157
526.0625,-0.8477,-0.7192,2.0022,2.2901,-0.6864,-0.7157,2.0385,2.2669,-0.7737,-0.7939,1.9659,2.2569
526.125,-0.7987,-0.7399,2.0175,2.2925,-0.7937,-0.7148,2.1119,2.3667,-0.84,-0.8091,1.9715,2.2907
526.1875,-0.7532,-0.7778,1.987,2.2628,-0.7211,-0.6995,2.0447,2.2781,-0.8469,-0.8103,1.9335,2.261
526.25,-0.8004,-0.7581,2.0174,2.299,-0.6251,-0.7045,2.0631,2.2679,-0.7934,-0.7796,1.9066,2.2073
526.3125,-0.661,-0.9153,1.9695,2.2701,-0.676,-0.6784,2.0516,2.2642,-0.8004,-0.8079,1.9282,2.2386
526.375,-0.7529,-0.8149,2.0887,2.365,-0.6448,-0.7223,2.1783,2.3838,-0.7622,-0.8449,2.0164,2.3154
526.4375,-0.6375,-0.8291,1.977,2.2366,-0.5751,-0.6846,2.0972,2.2798,-0.7347,-0.8428,2.0069,2.2973
526.5,-0.7031,-0.7563,2.0289,2.2766,-0.6841,-0.7384,2.1545,2.378,-0.7804,-0.8099,2.0205,2.3125
526.5625,-0.6826,-0.78,2.0188,2.2693,-0.667,-0.822,2.0536,2.3103,-0.7687,-0.8633,1.9549,2.2711
526.625,-0.6755,-0.7831,1.9395,2.198,-0.6672,-0.664,2.0782,2.2814,-0.6946,-0.812,1.9605,2.2328
526.6875,-0.6651,-0.8039,2.0116,2.2661,-0.46,-0.6761,1.9995,2.1603,-0.6707,-0.7968,1.9938,2.2494
526.75,-0.7432,-0.7543,2.056,2.3127,-0.6813,-0.8009,2.0839,2.3341,-0.7296,-0.839,2.0118,2.2986
526.8125,-0.701,-0.7785,2.0236,2.2787,-0.6618,-0.7132,2.1256,2.3377,-0.7524,-0.8552,2.0379,2.3346
526.875,-0.7458,-0.8463,2.0048,2.3004,-0.691,-0.8358,2.148,2.4062,-0.7768,-0.853,1.9992,2.3082
526.9375,-0.7236,-0.7448,1.9866,2.2417,-0.7096,-0.6882,2.1145,2.3341,-0.7864,-0.8054,1.9731,2.2716
527,-0.6721,-0.7192,2.0261,2.2526,-0.6382,-0.7646,2.0692,2.2964,-0.7815,-0.82,1.9793,2.2805
527.0625,-0.6372,-0.826,2.0877,2.3338,-0.6476,-0.772,2.0751,2.3068,-0.6843,-0.8882,2.0166,2.3073
527.125,-0.6472,-0.7667,1.9814,2.2209,-0.7021,-0.7741,2.0952,2.3414,-0.7481,-0.8358,1.999,2.2922
527.1875,-0.6786,-0.7709,2.0216,2.2675,-0.618,-0.6711,2.0355,2.2306,-0.7508,-0.8116,1.9635,2.2534
527.25,-0.6302,-0.7283,1.9663,2.1895,-0.633,-0.6953,2.0497,2.2551,-0.7142,-0.8203,1.9598,2.2414
527.3125,-0.6575,-0.7332,1.9968,2.2265,-0.5737,-0.6758,2.0762,2.2576,-0.6838,-0.768,1.9388,2.1946
527.375,-0.5685,-0.807,1.9665,2.2003,-0.5235,-0.7731,1.9227,2.1374,-0.6758,-0.8639,1.9054,2.1985
527.4375,-0.6123,-0.8069,1.9016,2.1545,-0.5576,-0.8027,2.059,2.2791,-0.7112,-0.8707,1.9358,2.2386
527.5,-0.6531,-0.7412,1.9657,2.2,-0.5778,-0.7759,2.1245,2.3343,-0.6752,-0.8361,1.9506,2.2271
527.5625,-0.6231,-0.8784,1.976,2.2504,-0.6708,-0.8686,2.0608,2.3348,-0.7302,-0.8604,1.9463,2.2498
527.625,-0.7355,-0.8751,2.0719,2.3663,-0.673,-0.8007,2.0477,2.2993,-0.7268,-0.8596,1.9565,2.2572
527.6875,-0.709,-0.7976,1.9957,2.2631,-0.6309,-0.7535,1.9893,2.2188,-0.6965,-0.8522,1.8825,2.1806
527.75,-0.6921,-0.8339,2.0422,2.3119,-0.558,-0.7406,1.9585,2.1669,-0.6717,-0.8426,1.933,2.2131
527.8125,-0.5907,-0.7084,2.1401,2.3304,-0.5976,-0.7334,2.1159,2.3177,-0.7142,-0.8021,1.9278,2.2067
527.875,-0.7487,-0.8664,1.7615,2.101,-0.6141,-0.8438,1.8573,2.1304,-0.7221,-0.9105,1.9413,2.2625
527.9375,-0.5279,-0.6627,2.2736,2.4263,-0.3627,-0.6988,2.1745,2.3127,-0.64,-0.85,1.9349,2.2081
528,-0.6838,-0.7525,1.7441,2.0189,-0.6469,-0.6838,1.9514,2.1666,-0.6361,-0.8371,1.9308,2.1985
528.0625,-0.5248,-0.7922,2.0791,2.286,-0.4723,-0.714,2.1301,2.2957,-0.6824,-0.8361,1.8821,2.1695
528.125,-0.6113,-0.8327,1.6901,1.9808,-0.6354,-0.6724,2.0011,2.2046,-0.6163,-0.8091,1.9863,2.2316
528.1875,-0.5165,-0.8592,2.2925,2.5021,-0.5435,-0.8391,2.1323,2.355,-0.6894,-0.9136,1.9698,2.2781
528.25,-0.5959,-0.8707,1.752,2.0451,-0.4887,-0.6993,1.9117,2.0934,-0.6165,-0.9106,1.983,2.2675
528.3125,-0.4826,-0.6834,2.2002,2.3539,-0.4762,-0.7398,2.1297,2.3043,-0.5688,-0.835,1.896,2.1484
528.375,-0.7345,-0.8752,1.7372,2.0793,-0.6691,-0.9417,1.8364,2.1696,-0.6243,-0.9362,1.9035,2.2112
528.4375,-0.4504,-0.8648,2.1303,2.3429,-0.3942,-0.8335,2.137,2.3274,-0.5474,-0.9336,1.8717,2.162
528.5,-0.5438,-0.9105,1.6443,1.9566,-0.453,-0.6808,1.8274,2.002,-0.5147,-0.8475,1.8724,2.1187
528.5625,-0.4801,-0.7617,2.2922,2.4627,-0.4396,-0.7112,2.3217,2.4677,-0.567,-0.8644,1.9611,2.2169
528.625,-0.5832,-0.8524,1.6823,1.9741,-0.4281,-0.8208,1.8901,2.1046,-0.5298,-0.9328,1.8825,2.1667
528.6875,-0.4976,-0.8231,2.0324,2.2485,-0.4767,-0.8223,2.1578,2.3578,-0.5708,-0.8904,1.8111,2.0973
528.75,-0.5974,-0.8811,1.6924,1.9993,-0.4287,-0.9356,1.8192,2.0901,-0.5562,-0.9389,1.8772,2.1714
528.8125,-0.4191,-0.8547,2.221,2.4164,-0.4173,-0.8158,2.084,2.2766,-0.5379,-0.9545,1.8846,2.18
528.875,-0.5413,-0.844,1.7514,2.0182,-0.5434,-0.8256,1.867,2.1125,-0.5471,-0.9131,1.8723,2.1538
528.9375,-0.3953,-0.9411,2.1435,2.3741,-0.3086,-0.894,2.0694,2.2753,-0.4762,-0.9929,1.8945,2.1913
529,-0.4499,-0.829,1.7853,2.0192,-0.337,-0.788,1.913,2.0962,-0.4714,-0.9319,1.8605,2.1336
529.0625,-0.4631,-1.001,2.0758,2.3506,-0.2684,-0.8814,2.0088,2.21,-0.4872,-1.0321,1.8654,2.1869
529.125,-0.4663,-0.9974,1.9268,2.2192,-0.4794,-0.9207,1.9003,2.1653,-0.5197,-1.0598,1.8968,2.2341
529.1875,-0.4532,-0.9003,1.9586,2.2027,-0.3695,-0.8704,2.0103,2.2216,-0.5244,-0.9982,1.8541,2.1701
529.25,-0.5678,-0.9595,1.9999,2.2897,-0.3308,-0.8569,2.0471,2.2437,-0.4928,-1.0079,1.9478,2.2478
529.3125,-0.4935,-0.9111,1.9545,2.2122,-0.3923,-0.9311,2.0368,2.2736,-0.4941,-1.015,1.8873,2.1991
529.375,-0.3845,-1.0265,2.0138,2.2928,-0.3471,-0.8623,1.9649,2.1737,-0.4729,-1.0039,1.8839,2.1864
529.4375,-0.3782,-0.9561,1.9361,2.1922,-0.2438,-0.9083,1.9219,2.1396,-0.4516,-1.0392,1.8714,2.1877
529.5,-0.3641,-1.0029,2.0372,2.2997,-0.4076,-0.9925,2.1195,2.3756,-0.5255,-1.0285,1.9351,2.2536
529.5625,-0.5272,-0.9392,1.8404,2.1324,-0.4785,-0.9097,1.981,2.2318,-0.545,-1,1.915,2.2281
529.625,-0.4357,-0.9827,2.1563,2.4094,-0.473,-1.0228,2.2241,2.4932,-0.566,-1.0282,2.0069,2.3249
529.6875,-0.5801,-1.0153,1.9142,2.2431,-0.4771,-0.9015,1.9832,2.2301,-0.5646,-1.0643,1.9418,2.2852
529.75,-0.4773,-0.993,1.9686,2.2559,-0.4543,-1.004,1.9552,2.2444,-0.5726,-1.1083,1.8597,2.2393
529.8125,-0.6135,-0.9761,1.785,2.1249,-0.4595,-0.9966,1.9473,2.2352,-0.613,-1.0613,1.9273,2.284
529.875,-0.547,-0.9812,2.231,2.4978,-0.321,-0.778,2.1801,2.3369,-0.5969,-0.9804,1.9574,2.2691
529.9375,-0.5072,-0.939,1.7126,2.0179,-0.4639,-0.8011,1.9457,2.1547,-0.5817,-0.9486,1.9496,2.2448
530,-0.484,-0.7761,2.1692,2.3541,-0.4293,-0.7796,2.2109,2.3834,-0.5787,-0.9072,1.9609,2.2368
530.0625,-0.554,-0.8637,1.8124,2.0827,-0.5361,-0.8799,2.0312,2.2776,-0.592,-0.9736,2.0198,2.319
530.125,-0.3845,-0.902,2.1751,2.3859,-0.4381,-0.8408,2.1638,2.3624,-0.5379,-1.0007,1.9456,2.253
530.1875,-0.6114,-1.0245,1.6707,2.0529,-0.5235,-0.8346,1.9274,2.1646,-0.554,-0.9932,1.9104,2.2233
530.25,-0.3571,-0.8412,2.1765,2.3606,-0.4156,-0.831,2.1602,2.3515,-0.5721,-0.9329,1.9358,2.2238
530.3125,-0.55,-0.9027,1.6659,1.973,-0.5343,-0.9112,1.8997,2.1736,-0.5189,-0.9394,1.9403,2.2174
530.375,-0.3177,-0.8683,2.2572,2.4392,-0.4169,-0.7866,2.1968,2.3703,-0.5512,-0.9283,1.9612,2.2387
530.4375,-0.6511,-0.9215,1.8142,2.1365,-0.4735,-0.8238,1.9032,2.1273,-0.5802,-0.9096,1.9942,2.2674
530.5,-0.3552,-0.8501,2.2629,2.4433,-0.396,-0.8717,2.2161,2.4141,-0.5212,-0.9162,1.9222,2.1923
530.5625,-0.5054,-0.9603,1.6354,1.9627,-0.3958,-0.8843,1.7744,2.0217,-0.515,-0.9361,1.8589,2.1441
530.625,-0.4408,-0.9034,2.2497,2.4641,-0.472,-0.783,2.2539,2.4322,-0.5442,-0.9413,1.9273,2.2129
530.6875,-0.7447,-0.9869,1.7259,2.123,-0.5063,-0.9492,1.9124,2.1942,-0.5941,-1.0435,1.928,2.2713
530.75,-0.4036,-0.8883,2.2739,2.4743,-0.3617,-0.8601,2.1486,2.3424,-0.5256,-0.9736,1.9426,2.2356
530.8125,-0.6371,-0.9027,1.7204,2.0446,-0.413,-0.8811,1.8788,2.1158,-0.5451,-0.9562,1.9073,2.2021
530.875,-0.4859,-0.9361,2.1844,2.4257,-0.4525,-0.8815,2.0574,2.2836,-0.5822,-0.9296,1.9013,2.195
530.9375,-0.6471,-0.9591,1.6954,2.0526,-0.5101,-0.8018,1.8111,2.0453,-0.5677,-0.9313,1.8634,2.1591
531,-0.4901,-0.9392,2.0995,2.3517,-0.4557,-0.8412,2.1218,2.3275,-0.5702,-0.9336,1.8587,2.1568
531.0625,-0.5509,-0.7592,1.8593,2.0825,-0.455,-0.7451,1.9816,2.1654,-0.5499,-0.8998,1.9097,2.1815
531.125,-0.4111,-0.902,2.1511,2.3685,-0.4134,-0.865,2.2176,2.4159,-0.5533,-0.9753,1.9844,2.2793
531.1875,-0.5677,-0.8846,1.8874,2.1603,-0.4756,-0.8792,1.9988,2.2348,-0.6093,-0.9762,1.9558,2.2692
531.25,-0.463,-0.8734,2.1927,2.4053,-0.4589,-0.8323,2.199,2.3956,-0.5652,-0.9721,1.9807,2.2776
531.3125,-0.4417,-0.9704,1.8984,2.1773,-0.3602,-0.8232,1.9814,2.1756,-0.4846,-0.9584,1.9789,2.2515
531.375,-0.4738,-0.9456,1.9439,2.213,-0.3946,-0.8888,2.0911,2.3062,-0.5088,-0.9744,1.9536,2.2417
531.4375,-0.5907,-1.0256,2.0366,2.3555,-0.4803,-0.932,2.0564,2.3082,-0.5713,-1.0164,1.9824,2.2999
531.5,-0.5829,-0.8693,2.0444,2.2967,-0.5221,-0.8061,2.0396,2.2544,-0.6053,-0.9445,1.8998,2.2063
531.5625,-0.4788,-0.8877,1.9348,2.1819,-0.4415,-0.8678,1.9718,2.1991,-0.5979,-0.9541,1.8657,2.1792
531.625,-0.5036,-1.0176,1.9314,2.2404,-0.4671,-0.8956,2.0854,2.3172,-0.5463,-0.9554,1.9633,2.2507
531.6875,-0.4983,-0.9456,2.1288,2.3821,-0.5287,-0.9234,2.197,2.4411,-0.6107,-1.0179,1.9588,2.2904
531.75,-0.5342,-0.9089,1.857,2.1354,-0.5922,-0.9495,1.9745,2.2696,-0.6111,-0.9865,1.9708,2.2871
531.8125,-0.5664,-0.879,2.0631,2.313,-0.5637,-0.9475,1.9685,2.2562,-0.6224,-0.9553,1.8435,2.1676
531.875,-0.5978,-0.9119,1.8154,2.1177,-0.463,-0.7739,1.9481,2.1467,-0.6158,-0.9447,1.8645,2.179
531.9375,-0.5974,-0.7983,2.1178,2.3408,-0.5025,-0.7977,2.1248,2.3246,-0.6357,-0.9272,1.8809,2.1913
532,-0.6747,-0.9161,1.7936,2.124,-0.6369,-0.875,1.9146,2.1993,-0.6652,-0.9121,1.9335,2.239
532.0625,-0.4733,-0.8869,2.1202,2.3465,-0.3622,-0.8611,2.0945,2.2934,-0.6219,-0.9289,1.9059,2.2095
532.125,-0.5653,-0.9774,1.6461,1.9961,-0.6203,-1.0074,1.7467,2.1096,-0.6201,-1.0045,1.8083,2.1595
532.1875,-0.4856,-1.0098,2.0674,2.3515,-0.5003,-0.9831,2.0049,2.2883,-0.6213,-1.029,1.7708,2.1402
532.25,-0.6327,-1.0586,1.6031,2.0226,-0.6618,-0.875,1.8747,2.1722,-0.636,-1.0517,1.8075,2.1858
532.3125,-0.5768,-0.9651,2.0455,2.3341,-0.489,-0.8813,2.1037,2.3327,-0.6316,-1.0323,1.8013,2.1701
532.375,-0.6444,-1.0126,1.5023,1.9229,-0.5953,-1.0107,1.5869,1.9733,-0.6119,-1.0205,1.7153,2.0876
532.4375,-0.4851,-0.9137,2.0981,2.3393,-0.5556,-0.7731,2.0755,2.2835,-0.6333,-1.0119,1.8171,2.1742
532.5,-0.7135,-0.9867,1.7065,2.0964,-0.5932,-1.0347,1.7702,2.1345,-0.6286,-1.011,1.8403,2.1918
532.5625,-0.4942,-1.0291,2.2598,2.5318,-0.4854,-0.8819,2.1899,2.4102,-0.6768,-1.056,1.8885,2.267
532.625,-0.8088,-1.0548,1.5444,2.0377,-0.8648,-0.936,1.7311,2.1496,-0.746,-1.0474,1.8003,2.2124
532.6875,-0.5844,-0.8894,2.0729,2.3301,-0.5489,-1.0262,2.0408,2.3493,-0.7265,-1.033,1.766,2.1711
532.75,-0.748,-0.9995,1.6168,2.0427,-0.6877,-0.9049,1.6054,1.967,-0.6879,-1.0227,1.7026,2.1019
532.8125,-0.4852,-0.9026,2.1777,2.4067,-0.4285,-0.8935,2.1172,2.3376,-0.6433,-1.0456,1.8479,2.2185
532.875,-0.8473,-1.0641,1.5599,2.0697,-0.6251,-0.9991,1.7544,2.1135,-0.7096,-1.0705,1.7815,2.1962
532.9375,-0.6132,-0.9482,2.0013,2.2979,-0.5279,-1.0338,2.0078,2.3192,-0.7456,-1.0877,1.7824,2.2172
533,-0.7696,-1.0065,1.6586,2.0871,-0.6585,-0.9066,1.6477,1.9925,-0.7084,-1.0662,1.7452,2.1643
533.0625,-0.5168,-1.1043,1.9649,2.3125,-0.5541,-0.9033,1.9445,2.2145,-0.7023,-1.0749,1.7729,2.189
533.125,-0.7435,-1.0848,1.6678,2.124,-0.7547,-1.0026,1.7956,2.1906,-0.8124,-1.0966,1.8038,2.2619
533.1875,-0.7885,-1.0957,2.0795,2.4793,-0.7888,-0.9441,1.9692,2.3219,-0.8772,-1.1133,1.798,2.2895
533.25,-0.8815,-1.0278,1.8042,2.2558,-0.8255,-0.9898,1.8218,2.2316,-0.8596,-1.059,1.8037,2.2614
533.3125,-0.6992,-0.9756,1.9909,2.3247,-0.7541,-0.8765,1.8903,2.2159,-0.798,-1.0104,1.7419,2.1661
533.375,-0.9615,-1.0656,1.62,2.1643,-0.833,-0.9536,1.6447,2.0757,-0.9272,-1.0557,1.6653,2.1789
533.4375,-0.663,-0.916,1.8742,2.1889,-0.697,-0.8928,1.8985,2.2107,-0.8337,-1.0011,1.7459,2.1784
533.5,-0.7946,-0.9065,1.7166,2.0976,-0.7596,-0.9306,1.8195,2.1803,-0.8361,-1.0179,1.7265,2.1717
533.5625,-0.815,-0.9775,1.7266,2.1449,-0.7747,-0.8921,1.7763,2.1334,-0.8594,-1.0294,1.7007,2.1658
533.625,-0.8264,-1.04,1.7085,2.1642,-0.7122,-0.8534,1.7822,2.1004,-0.825,-1.0385,1.7057,2.1606
533.6875,-0.8448,-1.0224,1.8594,2.2839,-0.7898,-0.973,1.8145,2.2052,-0.8837,-1.0593,1.736,2.2174
533.75,-0.8072,-0.9289,1.9557,2.3106,-0.801,-0.9182,1.9468,2.2966,-0.8845,-1.0316,1.8416,2.2887
533.8125,-0.915,-1.0594,1.8022,2.282,-0.9927,-0.9252,1.8894,2.3262,-0.8916,-1.0409,1.7978,2.2606
533.875,-0.8755,-1.0187,1.8458,2.2828,-0.8562,-0.9593,1.9334,2.3219,-0.9374,-1.0496,1.735,2.234
533.9375,-0.8848,-0.8558,1.6675,2.0726,-0.834,-0.8997,1.8524,2.2217,-0.8989,-0.9843,1.7812,2.2248
534,-0.7175,-0.9333,2.0152,2.3339,-0.7517,-0.9891,1.9032,2.2728,-0.887,-1.0374,1.7385,2.2103
534.0625,-0.9482,-1.1461,1.581,2.1708,-0.9038,-1.1562,1.7038,2.2487,-0.9369,-1.117,1.69,2.232
534.125,-0.7404,-0.9591,1.8584,2.2185,-0.8138,-0.973,1.9019,2.2861,-0.9407,-1.068,1.6939,2.2124
534.1875,-1.0753,-1.0868,1.6846,2.2749,-0.8686,-1.0132,1.837,2.2706,-0.9725,-1.0684,1.7775,2.2906
534.25,-0.7298,-0.965,2.0013,2.3386,-0.8012,-0.9519,1.8125,2.1985,-0.9403,-1.0525,1.6948,2.2055
534.3125,-1.0242,-1.0634,1.5969,2.1749,-0.9816,-1.026,1.6741,2.1952,-1.0198,-1.1225,1.6496,2.2408
534.375,-0.8408,-1.0574,2.0337,2.4415,-0.861,-1.0825,1.8837,2.337,-0.9829,-1.0912,1.7041,2.2496
534.4375,-1.0235,-0.9918,1.5815,2.1289,-0.9271,-0.9137,1.6536,2.1045,-1.0268,-1.0251,1.7144,2.246
534.5,-0.8391,-0.9264,2.0739,2.4214,-0.8399,-0.9543,1.9847,2.357,-1.0161,-1.0316,1.7428,2.2659
534.5625,-1.169,-1.0161,1.4794,2.1419,-1.0025,-0.9928,1.7218,2.2261,-1.0509,-1.0586,1.7353,2.2883
534.625,-0.8858,-0.9045,2.0403,2.4011,-0.9032,-0.9691,1.9024,2.3182,-1.0599,-1.0163,1.7491,2.2838
534.6875,-1.0598,-0.9817,1.4814,2.0692,-0.9902,-0.9689,1.5766,2.0988,-1.0263,-1.004,1.683,2.2122
534.75,-0.9768,-0.9392,2.1158,2.5126,-0.906,-0.8941,1.9682,2.344,-1.0424,-0.9985,1.7566,2.2736
534.8125,-0.9911,-0.9974,1.6023,2.1318,-0.8856,-0.8102,1.6312,2.0252,-0.9748,-0.9973,1.7296,2.2218
534.875,-0.9843,-0.954,2.0204,2.4415,-0.8998,-0.9766,1.9686,2.3746,-1.0883,-1.0492,1.7403,2.3052
534.9375,-0.9996,-1.066,1.5939,2.1624,-1.0311,-0.9692,1.7058,2.2163,-1.0747,-1.0185,1.8121,2.3401
535,-0.9176,-0.9699,1.9342,2.3503,-0.9135,-0.9235,1.9235,2.321,-1.0677,-1.0058,1.7025,2.2472
535.0625,-1.0642,-0.9429,1.5029,2.0688,-0.9662,-0.9562,1.7115,2.1857,-1.0346,-0.9744,1.6846,2.2041
535.125,-0.9213,-0.9377,1.9919,2.3866,-0.812,-0.9424,1.9007,2.2716,-1.0182,-1.0396,1.6987,2.2367
535.1875,-1.1582,-0.9428,1.563,2.1617,-1.0541,-0.9735,1.657,2.192,-1.0941,-1.0095,1.7372,2.2878
535.25,-0.8872,-0.8547,2.0439,2.3865,-1.033,-0.7879,1.9619,2.3531,-1.1087,-0.9678,1.7968,2.3225
535.3125,-1.0818,-1.0033,1.5821,2.1633,-0.9736,-0.93,1.6877,2.1589,-1.069,-0.9951,1.6954,2.2377
535.375,-1.0442,-0.7834,1.8314,2.249,-0.8818,-0.8038,1.8554,2.206,-1.0733,-0.9182,1.681,2.1957
535.4375,-1.116,-0.9041,1.7243,2.2441,-0.9731,-0.8965,1.7549,2.1978,-1.0734,-0.9981,1.7541,2.2859
535.5,-1.0463,-0.8483,1.8358,2.2769,-0.8917,-0.8472,1.8955,2.2596,-1.1041,-0.9595,1.7521,2.2824
535.5625,-1.0182,-0.9099,1.7859,2.2481,-0.91,-0.8681,1.8721,2.2554,-1.0689,-0.9708,1.829,2.3303
535.625,-1.0552,-0.871,1.8624,2.311,-1.0108,-0.99,1.9576,2.4153,-1.0743,-0.9832,1.807,2.3208
535.6875,-0.9884,-0.94,1.7647,2.2304,-0.894,-0.9796,1.7046,2.1598,-1.0473,-0.963,1.7043,2.2201
535.75,-1.0809,-0.9156,1.68,2.1975,-0.9635,-0.8018,1.835,2.2223,-1.0467,-0.9332,1.7085,2.2103
535.8125,-0.9575,-0.912,1.8441,2.2692,-0.9292,-0.8271,1.8906,2.2631,-1.0457,-0.8974,1.806,2.2717
535.875,-1.0712,-0.939,1.7828,2.282,-1.0201,-0.8038,1.801,2.2204,-1.0773,-0.9301,1.7763,2.2761
535.9375,-1.0621,-0.9155,1.9094,2.369,-1.0226,-0.8843,1.8819,2.3171,-1.0749,-0.8919,1.6867,2.19
536,-1.0612,-0.8239,1.6606,2.136,-0.9246,-0.7504,1.8198,2.1747,-1.0347,-0.9366,1.7438,2.2336
536.0625,-0.9524,-0.821,1.8395,2.2282,-0.7282,-0.8125,1.9576,2.2412,-0.9696,-0.861,1.7894,2.2099
536.125,-0.9176,-0.9262,1.7144,2.1538,-0.8645,-0.7788,1.8448,2.1811,-0.9868,-0.9465,1.7872,2.2503
536.1875,-0.9043,-0.9536,1.9836,2.3795,-0.861,-0.7953,1.9865,2.3065,-1.0409,-0.9203,1.7849,2.2619
536.25,-0.9644,-0.9298,1.7845,2.2314,-0.8807,-0.7693,1.8456,2.1849,-0.9494,-0.9408,1.8651,2.2946
536.3125,-0.8166,-0.8905,2.0023,2.3386,-0.7827,-0.8007,2.0264,2.3152,-0.9686,-0.9063,1.7803,2.2201
536.375,-0.9996,-0.8373,1.7416,2.1757,-0.9499,-0.7686,1.7921,2.169,-0.9873,-0.8769,1.8331,2.2592
536.4375,-0.8919,-0.7391,1.9872,2.3001,-0.7865,-0.7611,2.1159,2.3822,-0.9608,-0.902,1.7862,2.2197
536.5,-1.0442,-0.9053,1.6774,2.1734,-1.0016,-0.872,1.6798,2.1414,-0.991,-0.9361,1.7697,2.2339
