seed,boom_length,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
18,490,[25.47302128 44.14024796 13.09637145],[1.72394041 3.0993054  0.71554772],[0.27783125 0.06584037 4.5587964 ],[ 34.59754867 173.66982039  79.37642163],[ 90.05497825 100.77169964  12.81243511],[0.22701323 0.11215993 0.62071839],[0.22875332 0.16516529 0.83374502],[ 4.59381007 12.24244528  3.49244955],[0.22701323 0.11215993 0.62071839],[0.70994532 1.04604666 3.56994852],[0.99445883 0.98071854 0.97639777],[0.99997453 0.9999054  0.99992629],[0.99999935 0.99999997 0.99696209],[0.99020756 0.80138068 0.59706824],[0.93850868 0.90849846 0.97681579],[0.99999959 0.9999999  0.99994312],[0.9999996  0.99999976 0.99989745],[0.99983668 0.99863653 0.9982236 ],[0.99999959 0.9999999  0.99994312],[0.99999591 0.9999896  0.99812472],[19.5178118  14.15277013 12.9499769 ],[42.90897596 37.22417804 38.2002245 ],[58.76379908 70.67961986 22.11599265],[16.85851439  2.2549784  -2.70083375],[ 8.54926646  6.98269383 13.14036301],[60.51839743 66.05271062 39.43510438],[60.45207295 62.69108955 36.87233156],[34.39596027 25.29210207 24.43039376],[60.51839743 66.05271062 39.43510438],[50.61492296 46.65844437 24.23975753]
18,480,[25.47318328 44.14019933 13.09662992],[1.72655385 3.09954997 0.71362785],[0.29797232 0.06979859 5.53206421],[ 34.78718164 170.41332476  79.25523552],[86.76359767 97.60085906 12.74024569],[0.24005769 0.11935025 0.65393351],[0.24080178 0.1865355  0.8672262 ],[ 4.60821736 12.23719412  3.48175308],[0.24005769 0.11935025 0.65393351],[0.74326502 1.11430933 3.7338387 ],[0.99445875 0.98071839 0.97639821],[0.99997446 0.9999054  0.99992685],[0.99999925 0.99999996 0.99553768],[0.99006304 0.80652161 0.59725781],[0.9424795  0.91371802 0.97706508],[0.99999954 0.99999989 0.99993687],[0.99999955 0.99999969 0.99988889],[0.99983549 0.99863728 0.99823479],[0.99999954 0.99999989 0.99993687],[0.99999551 0.99998818 0.9979489 ],[19.51775657 14.1527797  12.94980548],[42.89581841 37.22349264 38.22356077],[58.15590263 70.17253227 20.43525234],[16.81103607  2.41939451 -2.68756263],[ 8.87266994  7.2603927  13.18944052],[60.0331085  65.51299886 38.98232473],[60.00622701 61.63423555 36.53034879],[34.36876185 25.29582852 24.45703722],[60.0331085  65.51299886 38.98232473],[50.21654705 46.10935015 23.84988553]
18,470,[25.47336172 44.14014091 13.09689929],[1.72938746 3.10129949 0.71072184],[0.32000082 0.07414014 6.87838289],[ 35.00131104 167.148935    79.13547239],[83.44087451 94.46644794 12.66766611],[0.25415208 0.1272011  0.68951866],[0.22975851 0.20351624 1.02695883],[ 4.62341995 12.2319433   3.47075331],[0.25415208 0.1272011  0.68951866],[0.77902331 1.18819462 3.90748303],[0.99445866 0.98071824 0.9763987 ],[0.99997438 0.9999053  0.99992763],[0.99999914 0.99999996 0.99313013],[0.98990545 0.81169011 0.59745232],[0.94639436 0.91876359 0.97731456],[0.99999948 0.99999987 0.99992981],[0.99999959 0.99999963 0.99984423],[0.99983424 0.99863801 0.99824629],[0.99999948 0.99999987 0.99992981],[0.99999506 0.99998653 0.99775409],[19.51769572 14.1527912  12.94962683],[42.88157486 37.21859133 38.25900331],[57.53639924 69.64839693 18.54326963],[16.75773473  2.58739322 -2.6744274 ],[ 9.21184403  7.54391379 13.23906443],[59.53754756 64.95964836 38.52207616],[60.41398896 60.87748393 35.06193588],[34.34015411 25.29955631 24.48452167],[59.53754756 64.95964836 38.52207616],[49.8084119  45.55171383 23.45505458]
18,460,[25.36858326 50.38513639 12.76197564],[1.70265686 3.06687605 0.80111304],[0.34413646 0.0789174  8.84560807],[ 35.24121146 163.88092003  79.01838687],[80.09232644 91.36987272 12.59477218],[0.26940548 0.13578929 0.72768462],[0.25047622 0.18986526 0.89187673],[ 4.63948487 12.22669639  3.45943728],[0.26940548 0.13578929 0.72768462],[0.81746254 1.26825112 4.09157854],[0.99451642 0.9751723  0.97646291],[0.99997518 0.99990741 0.99990761],[0.999999   0.99999995 0.98872348],[0.98973372 0.81687705 0.59764587],[0.95023945 0.92363314 0.97756396],[0.99999942 0.99999985 0.99992182],[0.99999951 0.99999968 0.9998825 ],[0.99983291 0.99863872 0.99825811],[0.99999942 0.99999985 0.99992182],[0.99999455 0.99998463 0.997538  ],[19.55349669 13.00341673 13.17463836],[43.01687832 37.31554102 37.21912062],[56.90480718 69.1060102  16.35844273],[16.69840438  2.75889763 -2.6615666 ],[ 9.5676028   7.8334051  13.28919026],[59.03129241 64.3921551  38.0541327 ],[59.66409098 61.48055522 36.28689996],[34.31002572 25.30328294 24.51288737],[59.03129241 64.3921551  38.0541327 ],[49.39006375 44.98536043 23.05517875]
18,450,[25.36838264 50.38493244 12.76163254],[1.7707412  3.06598312 0.78825367],[ 0.3706299   0.08419159 11.96042802],[ 35.50824564 160.61357607  78.90530445],[76.7238405  88.31250966 12.52165043],[0.28594081 0.1452022  0.76866452],[0.28323904 0.19967005 1.14124538],[ 4.6564865  12.22145677  3.44779148],[0.28594081 0.1452022  0.76866452],[0.85885412 1.35508888 4.28687839],[0.99451651 0.97517213 0.97646529],[0.99997315 0.99990747 0.99991083],[0.99999884 0.99999995 0.97969344],[0.98954671 0.82207305 0.59783216],[0.95400092 0.92832511 0.97781296],[0.99999934 0.99999983 0.99991276],[0.99999938 0.99999965 0.99980786],[0.9998315  0.99863942 0.99827026],[0.99999934 0.99999983 0.99991276],[0.99999397 0.99998242 0.99729801],[19.55356538 13.00345189 13.17487188],[42.67631914 37.31807031 37.35967658],[56.26061192 68.54409124 13.73806215],[16.63283666  2.93382046 -2.64912741],[ 9.94081429  8.12902097 13.33976508],[58.51389824 63.81000153 37.57825989],[58.59635885 61.04320718 34.14541595],[34.278254   25.30700598 24.54217674],[58.51389824 63.81000153 37.57825989],[48.96103288 44.4101099  22.65017331]
18,440,[25.36817685 50.38475218 12.76127485],[1.7614249  3.06626372 0.79946598],[ 0.39976789  0.09003453 17.57309326],[ 35.80388025 157.35122902  78.7976255 ],[73.34164173 85.29570421 12.44839947],[0.30389687 0.15553941 0.81271656],[0.25880001 0.2088039  1.17294755],[ 4.67450761 12.21622758  3.43580183],[0.30389687 0.15553941 0.81271656],[0.90350242 1.4493872  4.49419659],[0.99451661 0.97517191 0.9764678 ],[0.99997345 0.99990747 0.99990841],[0.99999865 0.99999994 0.95774118],[0.98934312 0.82726848 0.59800446],[0.95766505 0.93283843 0.97806122],[0.99999926 0.9999998  0.99990248],[0.99999947 0.99999961 0.99979702],[0.99983    0.9986401  0.99828277],[0.99999926 0.9999998  0.99990248],[0.99999331 0.99997985 0.99703117],[19.55363584 13.00348296 13.17511533],[42.72213836 37.3172754  37.23699688],[55.60326281 67.96128374 10.39603231],[16.56081905  3.11206271 -2.63726603],[10.33240843  8.43092232 13.39072626],[57.9848963  63.21265671 37.09421445],[59.38013506 60.65469319 33.90742477],[34.24470356 25.31072321 24.57243445],[57.9848963  63.21265671 37.09421445],[48.52083461 43.82577708 22.23995527]
18,430,[25.47430343 44.13995339 14.19181818],[1.76550066 3.06699643 0.78564309],[ 0.43187949  0.09653067 30.49780491],[ 36.12970409 154.09823989  78.69682995],[69.95225564 82.32077044 12.3751316 ],[0.32343083 0.16691465 0.86012708],[0.29336804 0.19562476 0.83665448],[ 4.69364038 12.21101149  3.42345368],[0.32343083 0.16691465 0.86012708],[0.95174919 1.55190342 4.71441303],[0.99445818 0.98071749 0.97299286],[0.99997334 0.99990745 0.99991189],[0.99999842 0.99999993 0.88732982],[0.98912153 0.83245352 0.5981556 ],[0.96121852 0.93717253 0.97830835],[0.99999916 0.99999977 0.99989076],[0.99999933 0.99999966 0.99989656],[0.9998284  0.99864076 0.99829563],[0.99999916 0.99999977 0.99989076],[0.99999256 0.99997686 0.99673414],[19.51737462 14.1528281  12.25223582],[42.70206327 37.31520008 37.3884907 ],[54.93216929 67.35615941  5.60762494],[16.48213288  3.29351194 -2.62614819],[10.74338651  8.73927697 13.44200006],[57.44379258 62.59957633 36.6017442 ],[58.29116508 61.2209892  36.8420738 ],[34.20922475 25.3144327  24.60370745],[57.44379258 62.59957633 36.6017442 ],[48.06897069 43.23217168 21.82444402]
18,420,[25.47458204 44.13983998 14.19368676],[1.76942486 3.06782849 0.83795945],[ 0.46734352  0.10377963 89.96313996],[ 36.48744891 150.85901356  78.60448295],[66.56246504 79.38899059 12.30197465],[0.34472099 0.17945813 0.91121411],[0.31476259 0.2178957  0.50105391],[ 4.7139878  12.20581053  3.41073187],[0.34472099 0.17945813 0.91121411],[1.00397872 1.66348299 4.94847889],[0.99445805 0.98071734 0.97298691],[0.99997323 0.99990741 0.9998996 ],[0.99999815 0.99999991 0.55150755],[0.98888034 0.83761814 0.59827795],[0.96464857 0.9413273  0.97855392],[0.99999904 0.99999973 0.9998774 ],[0.99999922 0.99999957 0.99996291],[0.99982669 0.9986414  0.99830888],[0.99999904 0.99999973 0.9998774 ],[0.99999171 0.99997337 0.99640311],[19.51727963 14.15285041 12.25109225],[42.68277848 37.31284398 36.82853653],[54.24669642 66.72722347 -3.78829552],[16.39655097  3.47804023 -2.61594972],[11.17483303  9.0542599  13.49350003],[56.89006638 61.97020273 36.10058782],[57.67975886 60.28449248 41.29530744],[34.17165189 25.31813302 24.63604501],[56.89006638 61.97020273 36.10058782],[47.60493082 42.62909821 21.40356215]
18,410,[25.36752116 50.38408572 12.76009967],[1.77393142 3.06872723 0.84999856],[5.06597519e-01 1.11899248e-01 1.21107235e+02],[ 36.87901333 147.63801125  78.52224124],[63.17926177 76.50161455 12.229074  ],[0.36797016 0.19331922 0.96633139],[0.33684484 0.21142993 0.55449937],[ 4.73566516 12.20062581  3.39762071],[0.36797016 0.19331922 0.96633139],[1.06062367 1.7850709  5.19742242],[0.99451691 0.97517123 0.97647616],[0.99997311 0.99990738 0.99989688],[0.99999783 0.9999999  0.42370469],[0.98861778 0.84275217 0.59836336],[0.96794324 0.94530312 0.97879745],[0.99999891 0.99999969 0.99986211],[0.99999911 0.9999996  0.99995457],[0.99982486 0.99864203 0.99832252],[0.99999891 0.99999969 0.99986211],[0.99999072 0.99996929 0.99603378],[19.55386034 13.00359786 13.17591525],[42.66068444 37.31029977 36.70463277],[53.5461598  66.07292216 -6.37040519],[16.30383511  3.66550177 -2.60685716],[11.62793003  9.37605348 13.54512512],[56.32316889 61.32396484 35.59047486],[57.090823   60.54613602 40.41497545],[34.13180123 25.32182335 24.66949868],[56.32316889 61.32396484 35.59047486],[47.12819471 42.01635611 20.97723627]
18,400,[25.47522296 44.13966471 14.19774667],[1.78548676 3.06974226 0.83413343],[ 0.55014867  0.12102934 39.26687463],[ 37.30649021 144.43976714  78.45186052],[59.809794   73.65985953 12.15659512],[0.39340961 0.20866969 1.02587287],[0.36610006 0.21487104 0.62479755],[ 4.7588018  12.19545719  3.38410415],[0.39340961 0.20866969 1.02587287],[1.12217176 1.91772481 5.46235501],[0.99445773 0.98071695 0.97297392],[0.99997277 0.99990734 0.99990118],[0.99999744 0.99999988 0.82691928],[0.98833183 0.84784525 0.59840319],[0.9710916  0.94910083 0.97903841],[0.99999875 0.99999963 0.99984459],[0.99999895 0.99999959 0.99994235],[0.9998229  0.99864263 0.99833657],[0.99999875 0.99999963 0.99984459],[0.99998959 0.99996451 0.99562123],[19.5170611  14.1528849  12.24860813],[42.60428827 37.30742724 36.86828609],[52.82981966 65.39165229  3.41246987],[16.20373312  3.85572991 -2.59906837],[12.10397484  9.70484777 13.59675753],[55.74252159 60.66027804 35.07112565],[56.36742493 60.40590772 39.37821017],[34.08946862 25.32550378 24.70412218],[55.74252159 60.66027804 35.07112565],[46.63823426 41.39373978 20.54539814]
18,390,[25.47282304 44.13070248 14.1956863 ],[1.78419626 3.07091414 0.86787459],[ 0.5985871   0.13133626 24.60220753],[ 37.77219812 141.26890951  78.39520369],[56.46131005 70.86490968 12.08472631],[0.42130374 0.22570755 1.09027802],[0.38560304 0.28155916 0.65071085],[ 4.78354329 12.19030292  3.37016582],[0.42130374 0.22570755 1.09027802],[1.18917354 2.06263003 5.74447757],[0.99445889 0.98072409 0.97298251],[0.99997283 0.9999073  0.99989372],[0.99999696 0.99999986 0.92045361],[0.98802023 0.85288693 0.59838822],[0.97408391 0.95272174 0.97927619],[0.99999856 0.99999957 0.99982446],[0.99999884 0.99999928 0.99993747],[0.99982079 0.99864321 0.99835105],[0.99999856 0.99999957 0.99982446],[0.99998829 0.99995889 0.9951599 ],[19.5178794  14.15464869 12.24986871],[42.6105685  37.30411203 36.52385717],[52.09687384 64.68177282  7.47351503],[16.09597579  4.04853365 -2.59279327],[12.60440196 10.04084074 13.6482602 ],[55.14751477 59.97854387 34.54225148],[55.9166121  58.0580723  39.02523563],[34.0444268  25.32917555 24.7399712 ],[55.14751477 59.97854387 34.54225148],[46.13451626 40.76103879 20.10798582]
18,380,[25.47276998 44.12909121 14.19737651],[1.79014031 3.09628921 0.84761663],[ 0.65260225  0.14301855 18.54367479],[ 38.2787174  138.13018706  78.35425002],[53.14109978 68.1179157  12.01368204],[0.45195558 0.24466159 1.16003767],[0.38932458 0.30148381 1.37186623],[ 4.81005388 12.18515913  3.35578926],[0.45195558 0.24466159 1.16003767],[1.26225118 2.22111666 6.0450872 ],[0.99445892 0.98072513 0.97297736],[0.99997266 0.99990578 0.99989859],[0.99999639 0.99999983 0.95252799],[0.98768041 0.85786661 0.59830866],[0.97691184 0.95616759 0.97951013],[0.99999834 0.99999949 0.99980128],[0.99999882 0.99999918 0.99972231],[0.99981853 0.99864377 0.99836597],[0.99999834 0.99999949 0.99980128],[0.99998678 0.99995227 0.99464344],[19.51789749 14.15496583 12.24883459],[42.58167955 37.23263512 36.72900716],[51.3464496  63.94161792  9.92908054],[15.98027342  4.2436935  -2.58825458],[13.13081021 10.38423849 13.69947391],[54.53750584 59.27814969 34.00355475],[55.83318455 57.46418547 32.54676126],[33.99642216 25.3328414  24.777103  ],[54.53750584 59.27814969 34.00355475],[45.61650529 40.1180381  19.66494519]
18,370,[25.36754809 50.40637073 12.759925  ],[1.79651364 3.04922557 0.81847963],[ 0.713003    0.15631394 15.28296468],[ 38.82893176 135.02850099  78.3311052 ],[49.8564345  65.41999452 11.94370679],[0.48571349 0.26579687 1.23570089],[0.4160495  0.37449631 0.93997154],[ 4.83851958 12.18001927  3.34095813],[0.48571349 0.26579687 1.23570089],[1.34210872 2.39467926 6.36558394],[0.99451683 0.97514634 0.97648555],[0.99997249 0.99990867 0.99990617],[0.99999569 0.99999979 0.96705676],[0.98730947 0.86277358 0.59815411],[0.97956857 0.95944056 0.97973947],[0.99999808 0.99999939 0.99977451],[0.99999866 0.99999872 0.9998695 ],[0.99981608 0.99864432 0.99838134],[0.99999808 0.99999939 0.99977451],[0.99998502 0.99994445 0.99406466],[19.55385112 12.99975692 13.17603415],[42.55081061 37.36567445 37.03283903],[50.57759381 63.1695113  11.6088444 ],[15.85631212  4.44095657 -2.5856885 ],[13.68499664 10.73525543 13.75021392],[53.9118177  58.5584682  33.45472943],[55.25652093 55.58051462 35.8307025 ],[33.94517091 25.33650599 24.81557592],[53.9118177  58.5584682  33.45472943],[45.08366703 39.46451843 19.21623159]
18,360,[25.47411321 44.13058805 14.20317902],[1.78221588 3.05198258 0.86371767],[ 0.7807428   0.17150794 13.28282861],[ 39.42607624 131.96894355  78.32801215],[46.61450671 62.7722289  11.8750796 ],[0.52297893 0.28942127 1.31788267],[0.41780199 0.35903319 0.96907746],[ 4.86915198 12.17487338  3.32565659],[0.52297893 0.28942127 1.31788267],[1.42954378 2.58499935 6.70747772],[0.99445828 0.98072325 0.97295827],[0.99997295 0.99990853 0.99989535],[0.99999482 0.99999975 0.97483458],[0.98690406 0.86759701 0.59791349],[0.98204895 0.96254322 0.97996336],[0.99999777 0.99999927 0.99974352],[0.99999863 0.99999883 0.99986126],[0.99981343 0.99864484 0.99839719],[0.99999777 0.99999927 0.99974352],[0.99998297 0.9999352  0.99341535],[19.51743948 14.15467121 12.24528537],[42.62021481 37.3578245  36.5655605 ],[49.78926122 62.36378074 12.82718521],[15.72374982  4.6400307  -2.58534551],[14.26899912 11.09411451 13.800266  ],[53.26973706 57.81885675 32.89546165],[55.2200109  55.94677359 35.5658267 ],[33.89035436 25.34017644 24.85544854],[53.26973706 57.81885675 32.89546165],[44.53547179 38.80025672 18.76181182]
18,350,[25.36724726 50.40928911 12.75928177],[1.78995504 3.05264454 0.88043252],[ 0.85695109  0.18894468 11.9613003 ],[ 40.07379274 128.9568442   78.34736253],[43.42237078 60.175667   11.80811941],[0.56421602 0.31589332 1.40727282],[0.44184082 0.43229815 1.0272918 ],[ 4.90219313 12.16970723  3.30986971],[0.56421602 0.31589332 1.40727282],[1.52546107 2.79397129 7.07239499],[0.99451698 0.97514205 0.9764924 ],[0.99997273 0.99990853 0.99989157],[0.99999376 0.99999969 0.97945829],[0.98646039 0.87232594 0.59757508],[0.98434957 0.96547855 0.98018083],[0.9999974  0.99999912 0.99970754],[0.99999847 0.99999828 0.99984409],[0.99981055 0.99864536 0.99841352],[0.9999974  0.99999912 0.99970754],[0.99998056 0.99992422 0.99268622],[19.55395413 12.99925404 13.17647202],[42.58257851 37.35594076 36.39907505],[48.9803003  61.52277232 13.73742871],[15.58221202  4.84057757 -2.58749104],[14.88515034 11.46104724 13.84938186],[52.61051269 57.05865656 32.32543056],[54.73410424 54.33379799 35.05912016],[33.83161264 25.34386289 24.89677863],[52.61051269 57.05865656 32.32543056],[43.97139842 38.12502672 18.30166642]
18,340,[25.47528144 44.13100171 14.2091098 ],[1.79842036 3.02682545 0.89965935],[ 0.94297299  0.20904035 11.0497944 ],[ 40.77619434 125.99782423  78.39170859],[40.28688568 57.63132187 11.74319145],[0.60996282 0.34563179 1.50464605],[0.51384438 0.47067036 1.05775227],[ 4.93792223 12.16450129  3.29358406],[0.60996282 0.34563179 1.50464605],[1.63088798 3.02373194 7.46208524],[0.99445773 0.9807222  0.97293882],[0.9999725  0.99991012 0.99988709],[0.99999244 0.99999961 0.98239691],[0.98597406 0.87694927 0.59712643],[0.98646879 0.96824989 0.98039079],[0.99999695 0.99999894 0.99966567],[0.99999795 0.99999795 0.9998347 ],[0.99980743 0.99864586 0.99843036],[0.99999695 0.99999894 0.99966567],[0.99997774 0.99991116 0.9918667 ],[19.51704116 14.15458979 12.24165918],[42.54159674 37.42971797 36.2114346 ],[48.14943591 60.64486288 14.42591264],[15.43128716  5.04220459 -2.59240602],[15.53614705 11.83629388 13.89727376],[51.93335377 56.27719179 31.74430962],[53.42278878 53.59512856 34.80531727],[33.76853605 25.34757932 24.93962153],[51.93335377 56.27719179 31.74430962],[43.39093833 37.43859976 17.83579247]
18,330,[25.47568437 44.13055767 14.21193154],[1.80767333 3.08930358 0.90000657],[ 1.04041989  0.2323003  10.40751723],[ 41.53794019 123.09786141  78.46377506],[37.21466111 55.14017087 11.68071481],[0.66084505 0.37912712 1.61087343],[0.49182653 0.41657366 1.38375195],[ 4.97666601 12.15922953  3.27678858],[0.66084505 0.37912712 1.61087343],[1.74699256 3.27669477 7.87842661],[0.99445755 0.9807222  0.97292969],[0.99997224 0.99990638 0.99988764],[0.99999079 0.99999952 0.98434109],[0.98544003 0.88145571 0.59655438],[0.98840675 0.97086091 0.980592  ],[0.99999641 0.99999871 0.9996168 ],[0.99999811 0.99999841 0.99971709],[0.99980401 0.99864637 0.9984477 ],[0.99999641 0.99999871 0.9996168 ],[0.99997441 0.99989558 0.9909448 ],[19.51690378 14.15467719 12.23993445],[42.49702196 37.25225376 36.20808294],[47.29524806 59.72847002 14.94605382],[15.27052184  5.24445534 -2.6003874 ],[16.2251396  12.22010335 13.94360817],[51.23742814 55.47376849 31.15176821],[53.80318192 54.6556293  32.47183165],[33.70065105 25.35134437 24.98402815],[51.23742814 55.47376849 31.15176821],[42.79359984 36.74074573 17.36420671]
18,320,[25.47676862 44.13228881 14.21586547],[1.78871318 3.01178621 0.92707353],[1.15123445 0.25934052 9.95383697],[ 42.36432283 120.26336633  78.56647066],[34.21200787 52.70315493 11.62117152],[0.7175927  0.4169554  1.72693557],[0.52647944 0.45827387 1.25904537],[ 5.0188173  12.15385789  3.25947556],[0.7175927  0.4169554  1.72693557],[1.87510425 3.55558905 8.32343059],[0.99445704 0.98072037 0.97291649],[0.99997286 0.99991112 0.999881  ],[0.99998871 0.99999939 0.98565015],[0.98485242 0.88583374 0.59584504],[0.9901653  0.97331561 0.98078305],[0.99999576 0.99999843 0.99955961],[0.99999784 0.99999808 0.99976572],[0.99980026 0.99864688 0.99846557],[0.99999576 0.99999843 0.99955961],[0.99997046 0.99987694 0.98990695],[19.51653412 14.15433647 12.23753048],[42.58860681 37.4729827  35.95071296],[46.41614539 58.7720581  15.33318612],[15.09941559  5.44679838 -2.6117483 ],[16.95584971 12.61273322 13.98799837],[50.52186071 54.64767336 30.5474739 ],[53.21179259 53.8269636  33.29216899],[33.62739324 25.35518242 25.03004201],[50.52186071 54.64767336 30.5474739 ],[42.17891262 36.0312343  16.88694934]
18,310,[25.36642247 50.40606041 12.75759193],[1.79995322 3.06392629 0.92244098],[1.27777519 0.29091512 9.63952515],[ 43.26137019 117.50127241  78.70289827],[31.2848939  50.32117762 11.56511753],[0.7810601  0.45979543 1.85393738],[0.55873886 0.52126033 1.3073435 ],[ 5.06487783 12.14834262  3.24164204],[0.7810601  0.45979543 1.85393738],[2.01673779 3.8635048  8.79924495],[0.99451742 0.97514213 0.97650919],[0.99997255 0.999908   0.99988303],[0.99998608 0.99999922 0.98652545],[0.98420443 0.89007158 0.59498378],[0.99174798 0.97561827 0.98096229],[0.99999496 0.99999808 0.99949248],[0.99999757 0.99999747 0.99974739],[0.99979613 0.9986474  0.99848396],[0.99999496 0.99999808 0.99949248],[0.99996576 0.99985459 0.9887378 ],[19.55423655 12.99981039 13.17762246],[42.53419663 37.32389922 35.99422482],[45.51033192 57.77413955 15.61188377],[14.91741556  5.64861411 -2.62681793],[17.73272724 13.01444958 14.02999557],[49.78573187 53.79817259 29.93109536],[52.69524344 52.70837199 32.96520235],[33.5480415  25.35912487 25.07769547],[49.78573187 53.79817259 29.93109536],[41.54643227 35.30983638 16.40408843]
19,600,[27.70711427 50.42707157 12.78314134],[18.12035637 20.13503813  0.86606556],[1.03347683 0.0597788  0.05694301],[ 72.96865636 182.28588299  62.01354853],[168.5991819  304.55241036  34.15199826],[0.09416951 0.14135379 0.12926173],[0.18575404 0.38107867 0.06608221],[ 6.610282   14.40264892  1.97773625],[0.09416951 0.14135379 0.12926173],[0.28159661 0.62349015 0.74995142],[0.99342017 0.97512805 0.97639124],[0.99717926 0.99619872 0.99989055],[0.9999927  0.99999998 0.99999956],[0.96377964 0.87790065 0.70587565],[0.8797853  0.75678353 0.88744223],[0.99999993 0.99999986 0.99999757],[0.99999975 0.99999904 0.99999942],[0.99963339 0.99800583 0.99950306],[0.99999993 0.99999986 0.99999757],[0.99999943 0.99999745 0.999921  ],[18.78759506 12.99619053 13.16024477],[22.47608628 20.97041637 36.54198117],[47.35340611 71.51852173 60.1841879 ],[10.37669399  1.83440477 -0.55673508],[ 3.10231171 -2.62377532  4.62467419],[68.16121461 64.04331605 53.06359731],[62.26065538 55.42917261 58.89130601],[31.23502123 23.88061801 29.36962913],[68.16121461 64.04331605 53.06359731],[58.64687264 51.15287361 37.79233392]
19,590,[27.71323164 50.42848796 12.7836636 ],[18.12009069 20.13595904  0.87074536],[1.45882837 0.06417031 0.0596033 ],[ 73.88662628 184.35107625  61.9442838 ],[169.40219675 304.86596315  34.34295603],[0.09829296 0.14699448 0.13438363],[0.19136975 0.39418228 0.07019212],[ 6.59880601 14.42465615  1.98151727],[0.09829296 0.14699448 0.13438363],[0.28900437 0.64413624 0.77772231],[0.99341726 0.97512619 0.97639074],[0.99717938 0.99619789 0.99988944],[0.99998549 0.99999997 0.99999952],[0.96299942 0.8764035  0.70599983],[0.87961853 0.75649716 0.88659707],[0.99999993 0.99999985 0.99999737],[0.99999973 0.99999898 0.99999935],[0.99963458 0.99799948 0.99950123],[0.99999993 0.99999985 0.99999737],[0.9999994  0.99999728 0.99991507],[18.78567753 12.99594657 13.15988991],[22.47621363 20.97001912 36.49517318],[44.35933697 70.90278274 59.78759096],[10.26810424  1.73655195 -0.54702813],[ 3.06104022 -2.6327133   4.57624311],[67.78897272 63.7034449  52.72606923],[62.00195529 55.13552353 58.36722906],[31.25011375 23.86735611 29.35303935],[67.78897272 63.7034449  52.72606923],[58.42133275 50.86991086 37.47650545]
19,580,[27.7206066  50.43030022 12.78423067],[18.11981693 20.1369272   0.86344154],[2.37292962 0.06898301 0.06241942],[ 74.84650864 186.52376378  61.8739581 ],[170.23624918 305.1729115   34.53675289],[0.10266192 0.15294112 0.13978101],[0.19720139 0.40790431 0.07365143],[ 6.58663781 14.44695273  1.98547684],[0.10266192 0.15294112 0.13978101],[0.29662704 0.66571964 0.80688013],[0.99341374 0.97512391 0.97639017],[0.9971795  0.99619703 0.99989143],[0.99996174 0.99999997 0.99999948],[0.96217416 0.8748291  0.7061074 ],[0.8794648  0.75620126 0.88574035],[0.99999992 0.99999984 0.99999715],[0.99999972 0.99999891 0.99999928],[0.99963585 0.99799304 0.99949931],[0.99999992 0.99999984 0.99999715],[0.99999937 0.9999971  0.99990861],[18.78336638 12.99563443 13.15950462],[22.47634486 20.9696015  36.56833782],[40.13372381 70.27462302 59.38660158],[10.15599004  1.63478209 -0.53716139],[ 3.01838013 -2.64145412  4.52736652],[67.411233   63.35898036 52.38403305],[61.74122157 54.83829951 57.94937239],[31.26614532 23.85394046 29.33570008],[67.411233   63.35898036 52.38403305],[58.1952061  50.58363813 37.15681618]
19,570,[27.72899936 50.43262898 12.78488091],[18.1195349  20.13794575  0.86717996],[5.71999739 0.07426739 0.06540243],[ 75.8505208  188.81001789  61.80264861],[171.10155359 305.47230263  34.73350304],[0.10729501 0.15921485 0.14547274],[0.20325865 0.42228241 0.0764    ],[ 6.57370293 14.46952977  1.98963002],[0.10729501 0.15921485 0.14547274],[0.30446881 0.6882952  0.83751129],[0.99340973 0.97512108 0.97638944],[0.99717963 0.99619612 0.99989061],[0.99977964 0.99999996 0.99999943],[0.96130068 0.87317385 0.70619508],[0.87932726 0.75589536 0.88487164],[0.99999991 0.99999983 0.99999692],[0.9999997  0.99999883 0.99999923],[0.99963721 0.99798651 0.9994973 ],[0.99999991 0.99999983 0.99999692],[0.99999934 0.9999969  0.99990158],[18.78073702 12.99523334 13.15906285],[22.47648006 20.96916217 36.53081196],[32.49150436 69.6335027  58.9811186 ],[10.04024963  1.52896483 -0.52714517],[ 2.97434191 -2.64997127  4.47802486],[67.02783051 63.00979382 52.03736414],[61.47844028 54.53740573 57.6311297 ],[31.28321949 23.84037715 29.31755008],[67.02783051 63.00979382 52.03736414],[57.96856471 50.29397065 36.83318314]
