seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
56,[36.12661362 28.18415503 64.48190306],[41.52972553 30.46303186 64.97280277],[  5.44709589   0.74959403 424.05545248],[18.29849753 82.9358652  89.48211432],[ 36.3952909  242.33314782  93.56075077],[200.96337713  30.39970495  73.34272237],[17.88772868  5.21377886  6.93306973],[32.68220677 15.47176138 62.73606776],[236.38032994  30.39970495 156.73819889],[34.38191826  6.46812609 25.58017064],[0.98948337 0.99285561 0.78204472],[0.98573455 0.99178832 0.77828481],[0.99974519 0.99999463 0.31440951],[0.99737796 0.93671802 0.61699507],[0.98879272 0.63453943 0.45021913],[0.83545358 0.99184243 0.07774228],[0.9972503  0.99979747 0.99300287],[0.99144875 0.99806434 0.821676  ],[0.71670757 0.99184243 0.50984093],[0.99005169 0.99964527 0.94049894],[16.48287589 18.04936512 -0.89576034],[15.27223975 17.37400301 -0.96163545],[ 32.91612055  49.55294315 -17.25545645],[22.39111234  8.67461791 -3.74172816],[16.41851707 -0.63879097 -4.12887738],[ 1.57708257 17.39207813 -2.01414394],[22.588317   32.70641336 18.47448522],[17.3531935  23.25867033 -0.6573493 ],[ 0.16719428 17.39207813 -8.61050045],[16.9128189  30.83389595  7.13492784]
57,[24.33250637 63.07710006 56.36401339],[33.07825077 62.61499361 59.19145761],[ 2.69027613 13.97655121 17.80405888],[ 59.62488526 118.63847571  80.13911304],[ 94.77790176 142.63898865  74.92015415],[50.86181873 58.05834573 78.5212504 ],[14.56864927 26.82145489 17.25523049],[23.71347884 43.92913094 56.3518109 ],[ 50.86181873  87.36834909 129.27549112],[10.46536026 15.36212689 27.58998245],[0.99745449 0.9687821  0.83899769],[0.99258971 0.96936153 0.7940846 ],[0.99995985 0.99871457 0.96034112],[0.97334277 0.87540961 0.67387655],[0.96327078 0.92889984 0.72905236],[0.98722551 0.97708416 0.68154233],[0.99897435 0.99589845 0.97198446],[0.99753818 0.99093775 0.84144474],[0.98722551 0.96591235 0.5874744 ],[0.99931516 0.99846741 0.92182753],[19.91568406 11.05203113  0.2729584 ],[17.24857027 11.11589869 -0.15218411],[39.04348379 24.1414651  10.28261615],[12.13086985  5.56495434 -2.78389404],[ 8.10527917  3.96470048 -2.19897666],[13.51158326 11.77217236 -2.60674755],[24.37103521 18.47981886 10.55458129],[20.13951555 14.19441327  0.27483905],[13.51158326  8.22238291 -6.93732734],[27.24433731 23.32043854  6.4779681 ]
58,[40.23346064 26.28093553 24.69417688],[40.46830732 46.24446638 12.77477918],[ 4.97135094  3.92994313 67.74311357],[ 84.28735196 118.87512928  82.30427621],[149.9282332   78.87821745   4.78211172],[218.51946675 220.77730133  46.39820224],[11.55533119 16.60858217 12.59892399],[31.95999579 25.69838916  4.8926895 ],[ 81.59695035  81.17956436 105.85214817],[15.62390627 14.94240239 24.56027681],[0.98811346 0.99382261 0.90572939],[0.98790702 0.97905713 0.97719935],[0.99982177 0.99984989 0.64844346],[0.94110873 0.89420246 0.59176831],[0.87345309 0.93989434 0.99665662],[0.42624449 0.19991921 0.71560347],[0.99887358 0.99735524 0.97754855],[0.99305694 0.99433923 0.99692762],[0.94904114 0.94671284 0.48599376],[0.9981341  0.99788888 0.92164411],[15.54767318 18.65664908  7.44110549],[15.49712018 13.74827005 13.16592855],[33.70993253 35.16174018 -1.32430649],[ 9.12417277  5.54764546 -3.01545142],[ 4.12175251  9.11032375 21.70060223],[0.84961833 0.17037709 1.96297351],[26.38377303 22.64281431 13.28632747],[17.5472867  18.85134747 21.50204347],[ 9.40594242  8.86053117 -5.20099694],[23.76362848 23.56105695  7.48833144]
59,[ 74.37262324  65.21699705 149.44676499],[ 75.87828179  61.06280023 150.6386644 ],[30.4964717  20.96713864  6.91955704],[ 42.21084555  60.02189682 129.46377381],[293.52713173 269.49027124 164.33113862],[244.05904717 224.19789239 135.06418092],[67.39470127 29.8691451  39.28239732],[ 69.48672064  48.36387944 148.28193271],[171.52585183 168.53659653 303.97459741],[25.32219822 25.23217334 49.73968166],[0.97748674 0.97018513 0.3141574 ],[0.97580579 0.97535973 0.31564709],[0.9942978  0.99686892 0.99498222],[0.98693532 0.97850347 0.40623296],[0.73965222 0.62668671 0.27563093],[0.14602097 0.18115157 0.08337057],[0.98854    0.99328087 0.93996915],[0.98413916 0.98961138 0.37779873],[0.87374584 0.80265656 0.05782756],[0.99599333 0.99423289 0.81973583],[10.21115897 10.76224955 -8.19673378],[10.03707121 11.33393117 -8.26573254],[17.95442904 20.61868216 18.49143071],[15.13093993 11.48327118 -6.94996866],[-1.71354404 -1.56139633 -9.0214007 ],[-0.11047726  0.03683499 -7.3178072 ],[11.06690592 17.54500965  3.40903691],[10.80138465 13.3590429  -8.12876818],[  2.95282928   2.51558111 -14.36374925],[19.56939289 19.01037231  1.35893656]
60,[49.18558687 65.28930785 24.75268077],[30.93340072 28.44224442 20.66323857],[3.44359477 9.31562013 5.97230837],[133.27794687 246.1741012   65.44493286],[276.91147206 226.72220026  11.34138047],[ 38.03205628 221.41628506  89.41024191],[ 7.27615208 11.29872455  6.9710281 ],[19.02785784 24.71910329 16.77303118],[ 38.03205628  73.76755712 125.1718378 ],[ 8.5422449  16.60000697 21.76120995],[0.98021238 0.96108058 0.92354082],[0.99328749 0.99476704 0.95636641],[0.99994547 0.99926716 0.99476509],[0.93696197 0.67924225 0.77509117],[0.54617108 0.59030113 0.98085006],[ 0.98971504  0.19182051 -0.06752865],[0.9997687  0.99916876 0.99370691],[0.99821007 0.99724739 0.97872404],[0.98971504 0.94858598 0.52826657],[0.9995769  0.99763939 0.94288435],[13.80266382 10.75262421  7.42055177],[17.83086762 17.97018822  8.98902879],[36.89918017 27.66523009 19.77015212],[ 5.14425509 -0.77538172 -1.02452394],[-1.207398   -0.06041545 14.19967819],[16.03642483  0.1452743  -3.73474881],[30.40138561 25.98887708 18.42705991],[22.05162301 19.18881125 10.8007655 ],[16.03642483  9.69215747 -6.65713599],[29.0079806  22.64730009  8.53933581]
61,[41.27284544 47.42876259 33.30412253],[41.50087159 11.25178598 32.70718333],[  2.81916572 214.70861607  38.25919271],[18.36373253 24.0211605  79.74399125],[210.10829597 126.62237225  56.8307847 ],[239.30709689  44.37140268  64.58873805],[18.8522899   6.41956947 17.62447185],[30.81772716 15.85354354 29.88983751],[ 90.31080329  44.37140268 101.78528435],[18.08291122 10.29213991 21.29994445],[0.9881687  0.97964084 0.8579347 ],[0.98802036 0.9994182  0.85657879],[0.9999351  0.6158821  0.89423657],[0.99818858 0.99472707 0.46703915],[0.76010683 0.84072812 0.59878341],[0.14600501 0.98077171 0.08726801],[0.99728233 0.9998247  0.9673172 ],[0.99477851 0.9984993  0.88376375],[0.94513131 0.98077171 0.25468809],[0.99752919 0.99901188 0.93152291],[15.32613275 13.52862962  4.84303667],[15.27827662 26.02503624  5.00013368],[38.63700885  0.41247605  3.63828055],[22.3602018  19.4375858  -2.74096279],[1.19055696 4.99925659 0.20132353],[ 0.06030941 14.10740234 -0.9101394 ],[22.13213878 30.89934745 10.37067435],[17.86340885 23.04693851  5.7825255 ],[ 8.52462687 14.10740234 -4.8607033 ],[22.49405397 26.79935187  8.72542717]
62,[43.19343515 20.74168564 57.71726038],[43.63115162 12.5273191  62.11601977],[4.36247994 2.641761   2.21306634],[19.99413924 35.42538448 98.04633132],[124.60961308  90.80889133 103.5170933 ],[238.59282503  19.75615179  75.30201547],[16.74969794 14.66806966 37.44987623],[34.96373442  6.82780702 56.0085495 ],[ 93.86687534  19.75615179 153.10771865],[19.51361515  4.32675515 35.45220458],[0.98483593 0.99586225 0.71368305],[0.98445869 0.9985436  0.65284312],[0.9998483  0.99994573 0.9993317 ],[0.9965665  0.99013691 0.42864662],[0.88342873 0.93498125 0.40670985],[0.16672263 0.99644356 0.08662782],[0.99816758 0.99858767 0.88851499],[0.99042953 0.99961192 0.76120916],[0.93009495 0.99644356 0.23537754],[0.99684418 0.99984064 0.85658427],[14.93106608 20.71258455  0.06688241],[14.84348745 25.0923027  -0.5710758 ],[34.84475211 38.611595   28.39310794],[21.62136673 16.06317405 -4.53563037],[ 5.72839002  7.88689803 -5.00724479],[ 0.08627338 21.13541842 -2.24313542],[23.15928138 23.72200623  3.82398885],[16.76706472 30.36384074  0.32791008],[ 8.18917375 21.13541842 -8.40694512],[21.83266626 34.32621911  4.30013165]
63,[50.37134848 49.88878996 33.97126973],[ 8.96448353 25.57138196 37.02357146],[8.86956698 3.799395   3.00622785],[ 26.84717327 189.09034429  58.51293462],[ 12.20050838 213.95181897  37.63808991],[39.57943882 60.22681819 63.43979523],[ 6.86772255  9.3869293  16.93330353],[ 7.25384657 24.20173021 24.96552622],[ 39.57943882  60.22681819 158.14659585],[ 8.13794847 13.34625617 34.65045082],[0.9780025  0.97693556 0.88331115],[0.99937574 0.9952576  0.89400142],[0.99932972 0.99986847 0.99900394],[0.99441255 0.7846797  0.67953218],[0.99873844 0.72393805 0.8559069 ],[0.98651955 0.97085769 0.11097704],[0.99966421 0.99918028 0.98260337],[0.99972589 0.99612488 0.97046833],[0.98651955 0.97085769 0.3965237 ],[0.99943833 0.99859494 0.87355892],[13.59574942 13.08940609  4.67076099],[28.5889155  18.89438151  3.92343038],[28.68137262 35.45517657 25.73255871],[19.06144966  1.51607845 -0.05204101],[25.91186242  0.44314584  3.78044508],[15.69002833 11.4536671  -0.75423886],[30.90316614 27.59899457 10.71816272],[30.42805367 19.37253719  7.3461821 ],[15.69002833 11.4536671  -8.68820038],[29.42912226 24.54227637  4.4988188 ]
64,[28.72043603 49.43806076 15.51786751],[19.10482724 41.80889065 14.33510449],[3.92189895 5.45565708 3.3203282 ],[19.6864502  95.14446453 76.97199793],[ 32.79164719 225.37857903  21.61949871],[238.78866597  28.33530441  55.58757141],[25.17488164  5.06644999  9.54150069],[16.98268909 16.89553802 10.56807402],[136.23007948  28.33530441  55.58757141],[24.60578643  6.9086053   8.50331667],[0.99473828 0.97689679 0.96935271],[0.99777912 0.98398457 0.97045165],[0.99989642 0.99974274 0.99842407],[0.99760431 0.9129548  0.56527725],[0.99070882 0.6400708  0.93338618],[0.1870267  0.99275549 0.69081247],[0.99467495 0.9998554  0.98715792],[0.99902948 0.99811044 0.9874393 ],[0.85497898 0.99275549 0.69081247],[0.99480932 0.99958576 0.9894844 ],[18.47560039 13.16823696 11.47635579],[22.01655867 14.62409262 12.16497933],[35.76949299 32.31252422 24.86937631],[21.75607272  7.48179498 -2.4336586 ],[ 1.73241563e+01 -8.78722803e-03  8.59608419e+00],[ 0.07914679 18.00290785  0.39344258],[19.62007222 32.95539029 15.70066287],[23.0392918  22.49402498 14.81307966],[ 4.95396077 18.00290785  0.39344258],[19.81867597 30.26165787 16.70122953]
65,[85.32095262 55.73856463 84.81530277],[86.71849827 29.17957758 84.82318212],[72.06107086  1.37609047  5.0246448 ],[58.63359458 99.43489103 82.13064827],[294.53767043 447.21267822 122.52954286],[249.4071374  124.35750301  92.63303868],[46.34288708  2.35012491 48.32505224],[82.41129772 25.04349236 84.03895506],[189.79152398  58.86154843 178.63642287],[33.92112599  8.83307008 28.24314292],[0.98732596 0.97271383 0.91112044],[0.98588668 0.99605435 0.90098791],[0.97985505 0.99999192 0.99853044],[0.98767798 0.96693835 0.49675067],[0.83576542 0.19711637 0.78913059],[0.10937269 0.84987866 0.07428343],[0.9937056  0.99996063 0.95894569],[0.99218961 0.99819348 0.92804807],[0.90559332 0.98467389 0.7299839 ],[0.99476603 0.99956232 0.9613851 ],[ 9.01830706 12.12634989 -3.27648775],[ 8.877186   17.74788549 -3.27729463],[10.48540674 44.27652578 21.27088926],[12.27649058  7.09868946 -2.99710843],[-1.74339598 -5.96081664 -6.47181968],[-0.29875658  5.15602564 -4.04232163],[14.31975925 39.62764659  1.60954994],[ 9.31968591 19.07556766 -3.19661629],[ 2.07388471 11.65283185 -9.74640369],[17.03001577 28.12723198  6.27473611]
66,[ 41.79197501  46.49154136 181.89932641],[ 46.5763048   27.55593608 186.68021859],[ 2.09504752 18.22155109 24.7919598 ],[ 49.33493122 257.98698307 139.21223408],[254.39323462  82.34274464 115.30286638],[ 77.51229931 218.68872213 137.82911001],[10.58795559  6.9311843  27.81942182],[ 40.19654802  21.87854056 182.65053486],[ 77.51229931 135.31758698 382.49533455],[11.59769685 22.14745809 57.56919359],[0.99499571 0.98019773 0.1061423 ],[0.99044524 0.99353746 0.05806989],[0.99997439 0.99673043 0.93154145],[0.97943833 0.61214421 0.25325972],[0.89636185 0.94462454 0.66580588],[0.98220519 0.24470427 0.03225616],[0.99965197 0.9996152  0.9601673 ],[0.99578831 0.99694645 0.10217688],[ 0.98220519  0.84985734 -0.06642957],[0.99949564 0.99518019 0.70210854],[15.21756306 13.7019866  -9.90362523],[ 14.27612037  18.24516213 -10.12896943],[41.21554342 21.83775864  7.4067794 ],[13.77633043 -1.18249038 -7.58055148],[-0.47069018  8.73695873 -5.94380549],[ 9.85200857  0.25293776 -7.49382245],[27.14317875 30.23331656  6.40603459],[15.5556458  20.24909853 -9.93942238],[  9.85200857   4.42238061 -16.35952626],[26.35198592 20.14298773  0.08919366]
67,[39.87933894 51.13536689 19.88876248],[40.55414451 15.80241938 22.75533647],[13.51569067  3.88765632  1.07059102],[ 67.97903182 120.25561176  84.52229911],[214.88376403  51.56554475  39.68039001],[239.25951737 201.50121294  61.58255302],[23.92469845  2.58946256  9.17753942],[32.24799751 17.69570562 15.5129221 ],[105.37484964 116.6963496   77.08291054],[19.69103116 19.96030535 16.24891683],[0.99083736 0.97427342 0.94925115],[0.99029451 0.99789777 0.93610606],[0.99870586 0.99985107 0.9998617 ],[0.96732765 0.88333839 0.58289307],[0.73226706 0.97450425 0.82928247],[0.16336825 0.51220814 0.21383053],[0.99640926 0.99993472 0.99302441],[0.99558752 0.99722442 0.97451103],[0.91842934 0.89213551 0.60718318],[0.99716513 0.99615975 0.96385891],[15.62446196 12.87503797  9.32084136],[15.47871608 23.07499383  8.15133135],[25.0226561  35.25570819 34.70052466],[10.99192147  5.44735846 -3.24642945],[ 0.99534892 12.8022733   3.32147794],[ 0.06203652  0.96391221 -0.4961572 ],[20.06249152 38.78527277 16.03847141],[17.46936594 22.0921078  11.47912435],[ 7.18468161  5.70832008 -2.44616551],[21.75405178 21.04612188 11.07650827]
68,[ 42.26594584 122.84623411  51.4791125 ],[36.18236014 91.63370679 51.77149644],[5.04886301 2.0524404  8.11560494],[ 73.98927007 173.47156997  69.91076698],[210.09896233 435.1973579  113.22882093],[238.91090244 222.6353614   64.04948398],[ 9.51909545 20.4042327  12.97362743],[33.22920905 79.69736471 50.33621868],[ 85.80744114 154.78258831 118.07110695],[16.18850163 25.21519501 22.07100593],[0.99290403 0.89460549 0.80451371],[0.99535791 0.95959199 0.80051204],[0.99978319 0.99996565 0.99094215],[0.95867094 0.90316673 0.57562345],[0.57299071 0.67916672 0.52827594],[0.13290039 0.3324689  0.4226017 ],[0.99960386 0.99913967 0.97538481],[0.99749085 0.98079848 0.8333703 ],[0.93998516 0.91658601 0.47749984],[0.99815144 0.99709405 0.94672154],[15.11960913  5.26222855  1.06037556],[16.46948313  7.8083604   1.01118222],[33.57554922 40.80405442 17.10657863],[10.25604611  2.26489932 -1.59788475],[ 1.19094282 -5.7242595  -5.78614311],[ 0.0747016   0.0975826  -0.83731612],[28.06750734 20.85506014 13.03176815],[17.20902089  9.02058628  1.25538483],[ 8.96892195  3.25502341 -6.14987611],[23.45528791 19.01621887  8.41655404]
69,[78.00154135 95.8002077  84.89290648],[82.90265812 55.06136326 86.45833877],[12.86522883  9.2524679   2.55475382],[102.43683939  28.39489059  46.62885146],[357.23314239 342.66397659 153.21261064],[169.4493382   63.79318669  78.87022742],[32.87564804 17.46501473 23.97104631],[78.200823   34.50764549 84.63731152],[157.18102626  63.79318669 158.20362038],[26.06451095 11.82593981 27.36150702],[0.97306091 0.90863879 0.54309475],[0.96565467 0.97366825 0.4804274 ],[0.99877281 0.99932866 0.99918896],[0.95060387 0.9930568  0.85366502],[0.58284608 0.49985885 0.22992446],[0.74205265 0.96852832 0.36470328],[0.99212937 0.99808864 0.95615447],[0.97249021 0.99147739 0.54329265],[0.89192704 0.96852832 0.21532213],[0.99568718 0.99891256 0.92936461],[ 9.79735728  7.42213649 -3.28443147],[ 9.26805186 12.2325263  -3.44314115],[25.45107067 27.72431376 27.14601543],[ 7.43029757 17.98466151  1.91990222],[-3.41961391 -3.64790351 -8.41289367],[ 3.05862343 10.95397956 -2.64526528],[17.30193452 22.20608638  7.69925677],[ 9.7751945  16.29115895 -3.25824061],[ 3.71141857 10.95397956 -8.69133177],[19.31842936 25.59275221  6.55019631]
70,[26.43994996 48.33262179 32.96021601],[13.26738258 35.53015651 32.37302928],[7.50122042 4.45078397 2.54440459],[ 87.94306798 173.13708985  84.89956245],[ 17.21941969 120.08045644  25.04440103],[ 89.3900117  133.87872923  62.77536605],[27.10095508 20.28940003 14.40881267],[ 9.17815613 25.81531955 30.08684991],[171.69034923  56.15348841  62.77536605],[26.99943157  9.6235573  13.25516973],[0.99412817 0.97760361 0.85176153],[0.99857259 0.98843668 0.86015863],[0.99951989 0.99980469 0.99904415],[0.94278382 0.7867298  0.61574751],[0.9974627  0.86791426 0.91309648],[0.95151087 0.80930626 0.72018842],[0.99374527 0.99716572 0.97574369],[0.99938798 0.99434567 0.8905165 ],[0.81349472 0.96919287 0.72018842],[0.99378716 0.99915678 0.97644542],[19.19420839 13.36465842  4.9331956 ],[25.18371592 16.03752309  5.08932978],[30.13678243 34.0807352  27.18127319],[ 8.75538873  2.28166323 -3.28511246],[22.91905075  5.4600189   7.3187836 ],[ 8.61364109  4.51523387 -0.66278849],[18.97972904 20.9040814  12.12043268],[28.38431215 18.8119154   5.7254622 ],[ 2.94450329 12.06193068 -0.66278849],[19.01232855 27.38275277 12.84529072]
71,[40.54812788 44.43475786 41.34067628],[40.10003598  4.78194504 34.67825235],[1.01273832 1.33812708 4.49080421],[49.44915375 98.27694513 59.42575362],[147.74899189  88.77192487  63.9312407 ],[56.48205399 24.98790107 75.77690618],[15.92809151  1.7155343  11.38270022],[31.06699768  5.48385358 31.60075918],[56.48205399 24.98790107 75.34562357],[13.4756331   7.47633234 19.23701237],[0.99076967 0.98058182 0.75612413],[0.99115303 0.99980768 0.84623013],[0.99999265 0.99998364 0.997115  ],[0.98351919 0.935955   0.85355418],[0.94523282 0.92834091 0.78989425],[0.98131468 0.99406737 0.30401839],[0.99855906 0.99997371 0.98149655],[0.99626898 0.99972135 0.88096445],[0.98131468 0.99406737 0.50383086],[0.99907269 0.99945607 0.9496551 ],[15.48000482 14.09500914  2.96544505],[15.57652573 33.4573739   4.49185253],[47.52947612 44.51951831 22.24651417],[13.7562437   7.20043253 -0.18649738],[ 4.24893045  8.08395276 -0.82126607],[12.60121134 19.09486994 -2.29774081],[23.59614613 42.36147738 14.16809062],[17.79343527 32.26774849  5.29904626],[12.60121134 19.09486994 -2.24816405],[25.04843741 29.57569353  9.6102441 ]
72,[31.64563595 55.16056439 17.29639889],[32.41176068 36.50228245 32.68706847],[1.86666023 4.64803541 6.57037381],[ 71.28994729  38.98077752 113.42457043],[ 54.5874786  268.62153314  10.73982184],[221.70337766  71.60630302  52.51073145],[14.36645578 46.58770526 25.85995103],[18.14664871 35.82286456 11.1747092 ],[ 73.81734272  71.60630302 176.56069515],[13.17971785 15.71773537 34.71298038],[0.99156753 0.97326377 0.96009686],[0.99110651 0.99051524 0.87415597],[0.99997022 0.9998176  0.99374713],[0.96081652 0.98869175 0.43432796],[0.9748383  0.6994417  0.98341384],[0.39740344 0.96053241 0.47824716],[0.99824764 0.97987942 0.93745138],[0.99734859 0.99098917 0.98639498],[0.95495766 0.96053241 0.31103164],[0.99851523 0.99805196 0.85813281],[17.63314442 12.21689148 10.53388273],[17.4253685  15.80306507  5.00547713],[42.21811546 33.70407694 18.94119501],[10.5788551  15.23245555 -5.80114628],[12.89756028 -1.53335097 14.67305504],[0.72397478 9.95044046 0.88803523],[24.49242816 13.68403912  7.04044262],[22.46349233 15.96625928 14.32827198],[10.27625282  9.95044046 -9.64488402],[25.24129871 23.12166605  4.48315853]
73,[61.51954472 46.44742394 74.13657293],[62.33985602 37.64164921 74.93765939],[43.28625259  5.0467913   3.30655573],[ 57.17206748 123.4101619   91.95921327],[229.02862264  14.25220476  93.87360155],[204.82009698 233.911682    79.13377026],[22.42801126  3.92355457 12.06408669],[56.04078543 17.49853881 72.644604  ],[132.49496259 205.16415268 160.27056631],[19.56621935 30.15247825 22.12524654],[0.97499094 0.97862144 0.70608062],[0.9742425  0.98806288 0.69409896],[0.98576857 0.99975251 0.99838783],[0.97377427 0.86806372 0.64575   ],[0.7146247  0.99800191 0.47844305],[0.54266044 0.0647405  0.61931255],[0.99585786 0.99986591 0.97896582],[0.98092619 0.9972972  0.73742263],[0.8997271  0.76240138 0.4678054 ],[0.99721034 0.99133892 0.95008123],[11.85915872 13.71023286 -2.10765354],[11.74410507 15.53609264 -2.2010059 ],[14.91242118 32.98915859 24.90547964],[12.49574302  5.22244706 -3.97890836],[ 0.44162575 23.97182444 -4.15787302],[ 1.41196962 -0.33157274 -2.67424057],[20.62360566 35.17587155 13.6631076 ],[12.6693367  22.1894298  -1.93107063],[ 5.19543363  0.80743588 -8.80407884],[21.80928261 17.46300524  8.39523421]
74,[48.08468106 48.16203604 33.08719152],[16.01548655 33.27889136 29.58961672],[ 3.13411114 15.5316119   5.52702873],[16.48660428 65.71808489 69.856326  ],[ 51.4034993  216.06775399  21.56441913],[154.69268086  82.08542737  63.55044164],[ 9.20765474  8.88084257 20.50989378],[11.15399103 20.22356327 20.01943843],[ 96.46415029  53.32832805 131.24108009],[19.85575959 11.42675901 19.98774569],[0.98029338 0.97866309 0.8518688 ],[0.99824099 0.99026429 0.88356609],[0.99992573 0.99796278 0.99647247],[0.99791929 0.9629786  0.62042456],[0.97865886 0.71975479 0.93821732],[0.77119703 0.93492468 0.39390581],[0.99955272 0.99944139 0.93966666],[0.99935061 0.99725202 0.96499332],[0.93104553 0.97541087 0.30649582],[0.99671986 0.99891754 0.94338216],[13.99928618 13.39536873  4.89979848],[23.54861823 16.6060885   5.87020979],[37.71713311 23.2251349  20.44316215],[23.2967967  10.69576752 -1.59111823],[13.41956728  0.35766635  8.6182413 ],[ 3.85002565  8.76414423 -0.76937488],[28.35644045 28.08038207  9.05372836],[26.69081516 20.93231194  9.26395877],[ 7.95210211 12.51030614 -7.06839933],[21.68169085 25.89100413  9.27772028]
75,[53.05256798 38.3169672  63.24541432],[30.20773643 44.12816117 82.77838017],[ 2.80385639 11.78830469 29.52416994],[ 85.52330641 376.35726013  79.11169981],[163.75906862  41.8479143   41.90857834],[133.23854122 220.5688861   76.18500748],[ 5.90444419  6.74321119 18.07314138],[17.36654929 31.73007386 54.3135043 ],[ 53.4274798  147.80861191 276.33876931],[ 8.54323635 22.14647713 47.47148065],[0.97611597 0.98962901 0.57803276],[0.99297374 0.98221857 0.50767511],[0.99993893 0.99875225 0.89611057],[0.96280874 0.46171773 0.59080896],[0.80899383 0.98263963 0.8062471 ],[0.83381723 0.20472849 0.12966625],[0.9997761  0.99965414 0.96562593],[0.99811391 0.99505699 0.74191416],[0.97662773 0.79783808 0.16181722],[0.99943626 0.99524873 0.76723024],[13.14529276 15.38164296 -0.72758425],[18.0370573  14.15514889 -3.06534189],[38.68430565 25.62043845  5.88944266],[ 8.99773132 -4.46254046 -2.67181773],[ 3.35531378 14.61598915  2.84693801],[ 5.14682359  0.1785805  -2.3443937 ],[32.21584054 30.47213028 10.15232367],[22.84515031 17.02004384  0.5948401 ],[ 13.0841272    3.65547073 -13.5358398 ],[29.00697254 20.14337246  1.76434103]
76,[34.30217409 54.51892301 65.00587698],[30.75091495 11.26691998 66.46904798],[ 3.83836594  1.49285692 12.52430866],[44.88146531 34.56050014 87.29821539],[118.60885171  17.85206269 108.94178071],[133.76232667 201.01941213 114.05630431],[16.28632661  2.27239989 41.95263673],[23.88114174  6.48455945 63.67160628],[ 80.83924335 114.24319684 141.02104966],[15.53278449 20.40961628 27.67243218],[0.99234702 0.9707752  0.6515491 ],[0.99379927 0.99879065 0.63770801],[0.9998916  0.99997885 0.98335185],[0.98617864 0.99007842 0.51596125],[0.91511899 0.99686093 0.41490034],[0.83585473 0.45369494 0.16322832],[0.99798276 0.99995538 0.83407218],[0.99727724 0.99967197 0.69682276],[0.94744406 0.89030104 0.30257926],[0.99816616 0.99590125 0.91674536],[16.93298804 12.31852014 -0.96605585],[17.88226013 26.0133613  -1.15939258],[35.95649343 43.56910181 13.33792134],[14.59808042 16.27786513 -3.52711073],[ 6.15707894 22.01569744 -5.45089281],[ 5.11274469  0.98470553 -5.84938932],[23.40295817 39.91977031  2.83781136],[20.07831925 30.81185598 -0.78591954],[ 9.48697617  5.89285855 -7.69268227],[23.81443464 20.85276871  6.45204995]
77,[29.10112869 54.50312797 17.69135752],[17.73312829 47.50629445 22.30016119],[0.63373981 2.93755641 0.7833799 ],[258.07246751 105.9503043   90.30359734],[ 12.74723379 222.03536082 130.18568904],[32.5711693  87.38344151 32.30471742],[ 9.57302027  4.83477539 13.61678857],[14.94875368 33.93034236 18.33741821],[32.5711693  87.38344151 32.30471742],[ 8.11256357 20.15164713  8.1124315 ],[0.99406833 0.97406916 0.97086923],[0.99838267 0.98112207 0.94282616],[0.99999732 0.99991839 0.99991485],[0.73596925 0.95769632 0.51908678],[0.99891431 0.75305615 0.36657374],[0.99230818 0.93825839 0.89611207],[0.99941906 0.99979499 0.98143376],[0.99907294 0.99232718 0.96810319],[0.99230818 0.93825839 0.89611207],[0.99957229 0.99646751 0.99306348],[18.3612243  12.32103695 10.3377734 ],[22.66371385 13.51444238  8.32683654],[51.60120122 37.6897412  37.41354806],[-0.59541251  6.54742133 -3.82110444],[25.53110195  0.12102261 -6.99826834],[17.38275397  8.2208826   5.10767766],[28.0184414  33.36193944 12.6115027 ],[24.14732126 16.43770067 10.02623279],[17.38275397  8.2208826   5.10767766],[29.45625871 20.96325451 17.10997573]
78,[27.00988855 89.79675224 17.40950826],[15.98944176 30.95680607 20.24435215],[1.95139093 2.26062824 4.20078254],[146.34625597 111.97557233  69.45991974],[149.33137932 175.35800146   8.1634507 ],[38.21726169 78.28419161 60.05105497],[8.99578803 6.69400681 6.73897685],[11.77509335 29.18003996 11.82053607],[ 38.21726169  84.60269926 125.18626954],[ 8.44568645 17.71576537 27.1257451 ],[0.99412662 0.92019859 0.95503012],[0.99814237 0.99303443 0.94868415],[0.99997    0.99995913 0.99740666],[0.87176553 0.88959733 0.59023464],[0.85915223 0.81289119 0.99026662],[0.98845167 0.94812006 0.1253988 ],[0.99935109 0.99963551 0.99411837],[0.99909757 0.99416504 0.98180761],[0.98845167 0.93931601 0.44388536],[0.999436   0.99727428 0.90889094],[19.00896513  7.98425291 10.4772665 ],[23.56275494 17.23434257  9.16691892],[41.83253531 39.96488255 22.82639258],[ 4.33178865  6.06699968 -1.54168896],[ 4.15639944  2.17095376 17.0555211 ],[15.99422965  9.17598408 -0.27741624],[28.5586367 30.5357425 18.7211173],[26.22013379 17.74774785 13.84025314],[15.99422965  8.50178111 -6.65813737],[29.10672189 22.0822671   6.62536306]
