seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
23,[27.97427161 51.12694793 26.08370627],[12.78679163 10.30573876 16.65857855],[0.37597247 0.24131224 0.57611722],[11.68334281 73.48001579 52.57830537],[30.07659085 35.15723058  7.91863137],[152.8219507   22.44534218  36.98977118],[0.47008639 4.85906625 3.57065036],[7.55340332 7.76583792 6.11793946],[ 64.71419696  22.44534218 118.86213118],[0.35895623 0.35464945 0.86623888],[0.99329573 0.97469772 0.89460516],[0.99881036 0.99899818 0.96020688],[0.99999901 0.99999943 0.99996205],[0.99890997 0.9510835  0.72171389],[0.99218282 0.987735   0.99086088],[0.77360471 0.99504183 0.82961167],[0.99999827 0.99980735 0.99861285],[0.9996508  0.99949201 0.9954127 ],[0.96885468 0.99504183 0.43344631],[0.9999991  0.9999988  0.99990149],[18.70424523 12.87646814  6.96561057],[25.50418921 26.78788292 10.86023776],[56.13629998 59.39787859 40.08277943],[26.28807857  9.72608068  0.8768649 ],[18.07484881 16.12917235 17.31999406],[ 3.95570619 20.02694089  3.93136369],[54.19586744 33.3184091  24.23805008],[30.07656748 29.24569906 19.56089309],[11.41942964 20.02694089 -6.20787367],[56.53859097 56.05347976 36.54024318]
24,[25.29856513 44.62775235 13.3937252 ],[ 6.40499695 10.81460084  5.40512274],[0.14803475 0.65004747 0.66962412],[161.57946088 179.68530959  43.67657706],[37.24170042 68.93997814 47.29025606],[ 8.78404649 16.60361454 15.5613319 ],[0.41626513 0.8343055  0.93033935],[ 7.92529933 14.22955021  3.63150231],[28.61480893 43.57662522 15.5613319 ],[0.19703614 0.684227   0.50940607],[0.99454529 0.98035212 0.97530319],[0.99965459 0.99890431 0.99609848],[0.99999984 0.9999961  0.99993625],[0.82710121 0.77780553 0.83419815],[0.98829851 0.95641207 0.77764737],[0.99936242 0.99745173 0.96762197],[0.99999854 0.99999347 0.99987681],[0.99948131 0.99808977 0.99847192],[0.99305294 0.98192131 0.96762197],[0.9999997  0.99999567 0.99996288],[19.57750317 14.05736521 12.7549689 ],[31.50904243 26.36925561 20.63688537],[64.23214772 50.79056401 38.77637486],[3.47169788 1.95921406 2.48802468],[16.21883093 10.28004267  1.79756327],[28.76552846 22.64541265 11.45206127],[55.25202028 48.62296335 35.92016874],[29.65910749 23.98564205 24.09127009],[18.50760396 14.26439363 11.45206127],[61.74850306 50.34546132 41.15171427]
25,[25.77856063 50.50826536 17.42123585],[ 6.32918129  3.23545997 17.20667625],[0.23087219 0.35418772 0.15446605],[23.93128906 69.10228605 64.03105296],[213.48663879 118.67295202 116.93095376],[13.6434117   6.47820366 28.57027139],[0.35656625 0.24298678 0.88642016],[ 6.88516921 14.04214732 12.62985479],[13.6434117   6.47820366 28.57027139],[0.49901581 0.38074316 0.84328397],[0.99436624 0.97507313 0.96383782],[0.99977266 0.99989902 0.96483764],[0.99999956 0.99999886 0.99999662],[0.99529198 0.9663223  0.77107828],[0.84942631 0.88491789 0.58851499],[0.99886507 0.99959594 0.93202306],[0.99999923 0.9999995  0.99991445],[0.99970311 0.99812413 0.98717976],[0.99886507 0.99959594 0.93202306],[0.9999982  0.99999865 0.99992464],[19.41424768 12.98221643 10.47141738],[31.61247026 36.85074488 10.57905684],[60.37198837 56.06479542 51.5163356 ],[20.06009912 10.2596172  -0.83481629],[ 1.05200698  5.56243059 -6.06559326],[24.94096128 30.82037355  6.17470927],[56.5966162  59.33781244 36.34020408],[30.88112862 24.100795   13.26502944],[24.94096128 30.82037355  6.17470927],[53.67713483 55.4368232  36.77351972]
26,[ 96.78305929 150.32680999  19.91717835],[ 97.14861544 152.21761781  33.68073878],[0.48362923 0.50925623 1.64852217],[39.1529075  68.27081375 75.44657387],[383.45168026 483.8628568   13.6582304 ],[172.56101178 184.32340383  68.32139004],[2.74907051 2.51808262 0.74041385],[ 92.95302663 143.83070288  15.95384151],[201.15543208 333.69102217 319.8489953 ],[0.89104149 1.14596894 1.60911001],[0.96022846 0.96025973 0.95460353],[0.95978593 0.96090467 0.87841561],[0.99999835 0.99999747 0.99962236],[0.98700313 0.97035876 0.58223848],[ 0.4078585  -0.26347621  0.97345654],[0.74956021 0.7537282  0.1137429 ],[0.99996267 0.99998433 0.99995078],[0.9668412  0.98237117 0.97786943],[0.88010788 0.91506647 0.19272562],[0.99999492 0.99999288 0.99964183],[7.92343405 3.50873667 9.30844034],[7.89068866 3.40016708 4.7453644 ],[53.94917013 52.91073841 30.95110077],[15.7841406  10.36476391 -2.25979387],[-4.03479193 -6.6449802  12.5851079 ],[ 2.9005674   1.73785586 -1.39813729],[38.8557034  39.02806598 37.90350595],[ 8.27415026  3.89243344 11.23569112],[  1.56878567  -3.41742495 -14.80590323],[48.64146241 45.86600855 31.16128183]
27,[25.90199039 45.15218107 15.55534742],[20.8916037   8.36408267 13.9940059 ],[0.33224251 0.28289298 5.51413022],[53.68436193 99.63847563 60.41651975],[231.8938859   23.42724351  46.67476326],[ 12.63166268 100.4154792   50.83001798],[0.39061867 0.431321   0.49201285],[11.76938682 14.8471946   9.94557151],[12.63166268 35.01860034 41.43878116],[0.40516545 0.53975026 0.89812733],[0.99443659 0.98003447 0.97234769],[0.99643867 0.99931398 0.97699206],[0.99999924 0.99999924 0.99569861],[0.97553296 0.91663027 0.56579354],[0.62935371 0.99463756 0.72715444],[0.99881259 0.90074325 0.49084555],[0.9999988  0.99999826 0.99997781],[0.9989725  0.9979694  0.99289965],[0.99881259 0.98812603 0.77407654],[0.99999865 0.99999714 0.99989149],[19.37275821 13.95589083 11.45540228],[21.23998539 28.60109917 12.37415553],[57.2103171  58.01702215 20.46345623],[13.04246506  7.08092401 -0.3301175 ],[ 0.33363501 19.65504167  1.91135411],[25.61021058  7.0134522   1.17059132],[55.80436108 54.35345347 41.45346759],[26.22434423 23.61657749 15.3404017 ],[25.61021058 16.16348982  2.94485712],[55.48677294 52.40560836 36.22623839]
28,[24.31508156 91.62986963 85.11573533],[16.60919887 91.51358482 85.40452143],[0.31670294 0.1826515  0.59782529],[ 58.40137555 332.80253771  84.43899135],[116.77352044  86.53705065  25.2566957 ],[ 16.80640076 234.3760186   63.83159878],[0.60130485 0.19825587 0.93713832],[11.02990284 78.69728703 84.31782785],[ 16.80640076 182.80486364 197.08490603],[0.45293891 0.27002395 1.38839896],[0.99509263 0.91533014 0.72729979],[0.99773336 0.91690522 0.73222497],[0.99999918 0.99999977 0.99995216],[0.9705404  0.78113534 0.79753919],[0.88103315 0.9232869  0.90132749],[ 0.99769746 -0.0334346   0.17721854],[0.99999782 0.99999972 0.99987183],[0.99905198 0.93895497 0.76527156],[0.99769746 0.66813014 0.5802928 ],[0.99999829 0.99999951 0.9997529 ],[19.92190636  7.80872413 -3.30720052],[23.23244727  7.81975414 -3.33662068],[57.62637895 61.81700074 39.76151097],[12.31095944 -3.39426708 -3.23786415],[6.2925335  8.30542371 7.24546595],[23.12992666 -0.34879795 -0.80771786],[52.05752678 61.10494457 35.85692267],[26.78798724  9.13027028 -3.22539161],[ 23.12992666   1.80971058 -10.60007071],[54.51862833 58.42141969 32.44271097]
29,[241.88136806  66.98972746  94.84787327],[242.84215463  65.22998634  92.70665462],[0.38946495 0.38742069 1.86231216],[ 32.37327752 164.40825501  69.41168525],[ 76.71178129 111.99391936  43.34133523],[240.85062354 223.96789678  94.51899646],[  3.62072708 127.88932689   2.02422093],[240.65550572  51.04295883  91.61925897],[669.09108604 136.87444056 249.45407522],[0.8824019  0.40421388 1.67768146],[0.84158297 0.95852255 0.62448709],[0.84449455 0.96059478 0.6635477 ],[0.99999902 0.99999895 0.9995252 ],[0.99175367 0.88232144 0.76760663],[0.94803323 0.87110803 0.85001306],[0.09622756 0.11853377 0.03362904],[0.99989766 0.87027481 0.99947436],[0.85234001 0.97667634 0.70096602],[0.60326056 0.81022528 0.40923681],[0.99999477 0.99999879 0.99960744],[-0.03262735 10.52930128 -4.24755536],[-0.06706058 10.76051975 -4.04922161],[55.83005331 55.28580923 29.89194702],[17.43568757  2.7309931  -1.53565519],[9.94217962 6.06557663 2.55495085],[ 0.00446547  0.04575007 -4.21738545],[36.46350518  4.91277947 29.16783836],[ 1.15049334e-02  1.28907487e+01 -3.94673891e+00],[ -8.87028391   4.32301836 -12.64681548],[48.72609226 54.91724095 30.79880646]
30,[25.36488861 50.60396152 12.80291414],[ 1.8331867  38.36044244  1.98607941],[0.04542479 0.03651171 0.08528381],[ 96.91462404 165.64754343  42.87894653],[ 61.88621569 240.64162829  64.26901514],[1.80115563 3.07198356 5.23796961],[0.14348406 0.54639096 1.15557737],[ 8.70665193 12.59873744  2.74171814],[1.80115563 3.07198356 5.23796961],[0.22811099 0.25060856 0.47767317],[0.99451707 0.9749915  0.97606878],[0.99997117 0.98570801 0.99950825],[0.99999999 0.99999999 0.99999915],[0.93240486 0.77044274 0.78160056],[0.96952808 0.7765752  0.62061141],[0.99997246 0.9999262  0.99636956],[0.99999982 0.99999718 0.99980448],[0.99936969 0.99851252 0.99899534],[0.99997246 0.9999262  0.99636956],[0.99999955 0.9999995  0.99996764],[19.55476178 12.96577516 13.14681992],[42.37528702 15.37179335 29.33306439],[74.49356229 75.80082176 56.67566494],[7.91163466 2.66576551 2.64811445],[11.80754244 -0.57794965 -0.86703631],[42.52839617 37.30108775 20.9097371 ],[64.50334779 52.29939535 34.03701598],[28.84239732 25.042925   26.53254049],[42.52839617 37.30108775 20.9097371 ],[60.47649684 59.06954745 41.71037962]
31,[25.41817727 44.05452634 17.16792732],[13.41930353  3.09997398 13.58850858],[0.08698719 0.04992948 0.83225442],[ 38.84349027 182.44051475 100.3188498 ],[430.63607996 171.11869007 166.89725778],[ 4.63664745  3.01492824 19.60288239],[0.4983732  0.12918864 0.75209981],[5.05900266 8.80563632 9.90060632],[ 4.63664745  3.01492824 19.60288239],[0.34904597 0.32237665 0.90271332],[0.99449313 0.98079591 0.96870275],[0.99847184 0.99990729 0.98112416],[0.99999994 0.99999998 0.99994093],[0.99135505 0.87957483 0.74999123],[0.49681185 0.79822887 0.17141213],[0.99990305 0.99991685 0.96843361],[0.99999955 0.99999985 0.99997262],[0.99980112 0.99925114 0.99394812],[0.99990305 0.99991685 0.96843361],[0.99999935 0.9999991  0.99993136],[19.53653289 14.16965478 10.59863926],[25.08482145 37.22230453 12.62956072],[68.85031531 73.08232541 36.88787436],[15.85305604  1.82703972 -4.7346543 ],[-5.0427873   2.38351656 -9.15598744],[34.31533947 37.46392591  9.4465979 ],[53.68832744 64.82497921 37.767487  ],[33.55812281 28.15425061 15.37976074],[34.31533947 37.46392591  9.4465979 ],[56.78176829 56.88219401 36.18199954]
32,[250.16399775  47.42367866  83.26238183],[265.59538115  59.48284551  83.60558234],[0.35482439 0.35905968 0.52322939],[ 26.24954415 119.12757708  63.87307256],[37.57363505 35.27211279  4.52011375],[257.55407435 235.32265081 157.4490171 ],[ 0.36842619 51.26134575  0.45622012],[248.49819953  37.41905727  82.12571127],[762.66014696 186.10894739 383.88433224],[0.56835861 0.36493667 0.62991991],[0.58776567 0.98074164 0.3846147 ],[0.56378121 0.9661115  0.38082714],[0.99999893 0.99999873 0.99996076],[0.99417826 0.85222325 0.64910145],[0.98776913 0.98765261 0.99697691],[-0.0217616   0.00653435  0.07627573],[0.99999886 0.97918781 0.99996936],[0.59828372 0.98829347 0.43402725],[0.15868905 0.81064189 0.06676503],[0.99999726 0.99999869 0.9999424 ],[-0.3250752  13.52956072 -3.11598002],[-0.84498939 11.56163078 -3.15170894],[56.63915161 55.94613259 40.91915403],[19.25698565  5.52921932 -0.81335958],[16.14175672 16.10083601 22.19000931],[-0.57794752 -0.38380914 -8.64980249],[56.31241111 12.85366543 42.10950791],[-0.26704396 15.58760867 -2.99658629],[-10.00720008   1.65412044 -16.39101116],[52.54697204 55.80511539 39.30728991]
33,[49.42119341 48.67509984 50.21195529],[48.467992   49.30476712 50.21025959],[0.81482359 0.58386078 3.35732993],[ 33.63736894 113.99265463  67.21419674],[38.49812917 31.71841316 19.18290352],[234.44616591 221.05229708 102.72983021],[24.95311581  0.83061686  0.84471859],[43.53173676 21.4856171  48.32157381],[117.84905206  68.78117459 230.08984301],[0.83115267 0.6920564  1.39083433],[0.97931729 0.97833554 0.79027116],[0.98008376 0.97774918 0.79029955],[0.99999541 0.99999689 0.99841925],[0.99049515 0.9289554  0.64971994],[0.98833078 0.99018227 0.94699039],[0.27234428 0.19313245 0.29641202],[0.99469026 0.99999326 0.99991154],[0.98401888 0.9961697  0.82975962],[0.88923093 0.95241701 0.33400873],[0.9999952  0.9999956  0.99973523],[13.7611564  13.30332848  1.27685392],[13.93032042 13.19168726  1.27714725],[49.41814913 51.72327948 24.77311614],[17.1029806   5.91192815 -1.25622367],[15.93062846 17.02323646  9.63470973],[ 0.23855828  0.15956486 -4.94093482],[19.69692533 48.66145067 36.75875553],[14.86330109 20.40650887  1.61017517],[  6.2128991   10.30007374 -11.94495237],[49.24580486 50.24663574 32.42748853]
34,[35.0551402  51.38502711 81.09126389],[45.46059204 44.04295407 81.91387118],[1.15921514e+03 2.94928038e-01 6.68680265e-01],[ 5.43404241 82.50951037 93.21456594],[458.78135332 328.32946742 171.42384845],[78.53591889 39.44740529 86.82414875],[41.25993518  0.87088361  1.25187938],[38.09772259 15.95378825 80.10699179],[ 78.53591889  39.44740529 184.5579618 ],[0.71586542 0.96592521 0.98894497],[0.99660283 0.97544194 0.82998649],[0.99001322 0.98250591 0.8166412 ],[0.7310463  0.99999938 0.99996093],[0.99988291 0.96499546 0.8248215 ],[0.0568953  0.87183781 0.20268367],[0.96976527 0.99487308 0.1603868 ],[0.99585819 0.99999702 0.99991781],[0.99534962 0.9994877  0.85581474],[0.96976527 0.99487308 0.59862674],[0.99999824 0.99999564 0.99991864],[16.7443868 12.8327337 -2.8864848],[14.48671923 14.17193669 -2.97415243],[-13.64385994  57.65514427  38.78862646],[32.9369605   8.7193853  -4.09667905],[-5.59269419 -3.27673174 -9.38842823],[ 9.73805438 15.12909666 -3.4798141 ],[15.32885015 48.25026321 33.34174686],[16.02144067 22.99218903 -2.78041188],[  9.73805438  15.12909666 -10.02965912],[50.54279324 47.35059552 35.3895541 ]
35,[49.43901893 44.68090831 14.15063807],[3.75264939 9.75006204 2.11463271],[0.25458729 0.30901675 0.48302241],[59.93965571 29.05398012 65.68862793],[ 54.62684024 148.1549932   14.04931019],[9.20900257 9.49182861 8.15426282],[0.41579323 2.35313154 0.26887329],[7.24514937 7.83050383 2.31212483],[9.20900257 9.49182861 8.15426282],[0.36114754 0.43195915 0.40534118],[0.97874186 0.98034722 0.97344142],[0.99988496 0.99915286 0.99936421],[0.99999953 0.9999992  0.99996593],[0.96890077 0.99293959 0.64788664],[0.97674596 0.79376334 0.97282992],[0.99928587 0.99921599 0.99027262],[0.99999852 0.99994724 0.99998934],[0.99957419 0.999405   0.9993381 ],[0.99928587 0.99921599 0.99027262],[0.99999903 0.9999984  0.99997603],[13.75802409 14.04702563 12.27747612],[36.15266118 27.26931791 28.78829767],[59.52268655 57.2498251  41.6136509 ],[12.08513609 17.7853528  -1.05680723],[12.89129936  3.63513964 12.33989656],[28.35516908 27.50246775 17.06530248],[55.26187269 39.6165414  46.7020434 ],[30.4384741  29.17367137 28.01277104],[28.35516908 27.50246775 17.06530248],[56.48572771 54.3406119  43.1365821 ]
36,[25.46266061 44.73919995 14.07706537],[ 4.58881401 39.9904115   2.74009399],[0.22965331 0.1568251  0.21686145],[ 92.32484914 204.30873234  90.06467796],[ 42.64342009 466.14594562  89.89870481],[24.02404709 11.3045387   6.53089353],[0.2732227  0.61069244 0.22083552],[ 5.41654077 12.65791281  3.71531226],[24.02404709 11.3045387   6.53089353],[0.42345947 0.55391613 0.26533128],[0.99449289 0.98020371 0.9742277 ],[0.9998254  0.9843716  0.99911342],[0.99999957 0.99999978 0.99999385],[0.95455801 0.73572737 0.52281689],[0.98459072 0.22081043 0.52448485],[0.99505779 0.99936628 0.99453762],[0.99999942 0.99999754 0.9999932 ],[0.99977516 0.99854884 0.99847003],[0.99505779 0.99936628 0.99453762],[0.99999852 0.9999983  0.99998976],[19.52134535 14.03570123 12.32275404],[34.40541187 15.01034804 26.53768737],[60.4179668  63.14115419 48.56934944],[ 8.33304884  0.84372692 -3.79809342],[15.0423804  -6.32097272 -3.78207211],[20.02649756 25.9844086  18.99354451],[58.90908547 51.33301464 48.41161808],[32.96498064 25.0022235  23.89309018],[20.02649756 25.9844086  18.99354451],[55.10318396 52.18058527 46.81722767]
37,[452.38229921 373.38272012  98.72349738],[458.10247116 367.16449254  98.89496153],[0.43186428 0.53820896 0.58913086],[159.65936855 149.2434997   70.96901502],[18.03364946 19.62817546  4.98625922],[264.19539266 383.6568     211.78087091],[72.16967939  0.4998316   0.72376111],[452.53846095 364.37744703  97.87799307],[1278.55906088 1193.59513414  480.07146743],[0.34756438 0.50233506 1.43046663],[0.5126742  0.35719134 0.57180724],[0.50818728 0.37170808 0.56675886],[0.99999846 0.99999792 0.99994905],[0.84281312 0.81275958 0.68650553],[0.997196   0.9961946  0.99632193],[-0.01048847 -0.00465413 -0.01553636],[0.96369221 0.99999829 0.9999253 ],[0.5178743  0.39967756 0.60199696],[0.25026781 0.08569779 0.17922591],[0.99999904 0.99999827 0.99970084],[-5.4706911  -4.3936188  -4.59541406],[-5.57983172 -4.247748   -4.61048673],[54.93247532 52.43044707 39.88876116],[ 3.57553283  3.57155701 -1.72837897],[22.5177485  21.19186687 21.33749955],[ -0.79908382  -4.6293925  -11.22473801],[10.47232545 53.07299135 38.10109168],[-5.47368894 -4.18156427 -4.52070453],[-14.49499491 -14.48767529 -18.33312131],[56.81871568 53.02959565 32.18344198]
38,[26.11965569 51.12562724 55.39812481],[20.76402706 19.03862834 50.16293147],[0.28745455 0.30288933 0.93154096],[ 39.55521127 275.42918107  82.5943072 ],[ 66.36333043 189.07575659   7.40459025],[64.25002056 26.66671032 99.41794636],[0.28209596 0.26894501 0.82070016],[ 8.76034393 11.7351212  48.24887947],[ 38.07083331  26.66671032 211.69721537],[0.41213383 0.27628714 0.97787447],[0.9942188  0.97392929 0.48730587],[0.99657175 0.99679787 0.58217457],[0.99999949 0.99999918 0.99988947],[0.98682344 0.45444947 0.40197021],[0.9615727  0.58037148 0.99195604],[0.96550155 0.9965888  0.18458617],[0.99999962 0.99999932 0.99991031],[0.9995726  0.99928774 0.63343204],[0.99023189 0.9965888  0.06568889],[0.99999888 0.9999993  0.99987706],[19.30007202 12.87669252  0.4230953 ],[21.29318925 21.45675238  1.28533842],[58.46803731 57.42378591 35.90895744],[15.6953468  -1.75073352 -3.04600571],[11.20085751  1.51674856 17.90297596],[11.48195555 18.53007664 -4.65629917],[58.63148351 58.45619577 37.00930627],[28.78899784 25.65971391  1.62325195],[ 16.02757331  18.53007664 -11.22130632],[55.33865569 58.22225193 35.48733445]
39,[28.1023922  45.132743   24.42856229],[3.03943627 3.83144143 9.20170933],[9.4529636  0.17951988 0.11308104],[ 22.92209641 435.61080268  18.08286649],[ 4.55130894 82.63996017  1.22624959],[11.35899132 11.88127752 22.32947509],[5.52380508 0.23090547 0.16140419],[6.98851535 8.81228689 2.89904636],[ 11.35899132  11.88127752 156.78655522],[0.28043721 0.31658029 1.84687174],[0.993215   0.98015034 0.90755084],[0.99992199 0.99986472 0.98750927],[0.99923709 0.99999969 0.99999814],[0.99586201 0.4557649  0.95819131],[0.99982176 0.94232988 0.99977787],[0.99889979 0.99863899 0.93338764],[0.99978737 0.99999951 0.99999615],[0.99959115 0.99927961 0.99885945],[0.99889979 0.99863899 0.34769765],[0.99999933 0.99999909 0.99949631],[18.66455516 13.95963092  7.53503843],[37.98356014 35.38222168 16.01562637],[28.12806126 61.96721429 54.22520061],[20.43433428 -5.73250732 10.14765107],[34.47669465  8.70566352 33.52141911],[26.53262562 25.5522027   8.31542631],[32.79465407 59.78078122 51.13470026],[30.7517225  28.14769295 26.04789339],[26.53262562 25.5522027  -8.61317978],[58.68270827 57.03978814 29.96426187]
40,[25.73755665 50.45873614 14.92104913],[28.35110099  8.34319603 12.21053549],[0.31110579 0.23616609 0.70335068],[ 17.41250084 120.92181426  77.64808969],[ 2.04808225 23.57398788 28.36890193],[64.1974986   8.93393654 23.8504413 ],[0.95793262 0.68207145 0.94417422],[5.86234937 7.25244502 8.40620589],[243.94153101  30.00774037  61.50058088],[0.46238598 0.45110129 0.75981713],[0.9943029  0.97523741 0.96941324],[0.9933272  0.99932755 0.9809673 ],[0.99999944 0.99999946 0.99993951],[0.99742874 0.88017931 0.60849211],[0.99996439 0.99464211 0.90275316],[0.96761877 0.99924222 0.93048144],[0.99999228 0.99999551 0.99988322],[0.99975604 0.99962797 0.99281369],[0.71068733 0.99116885 0.7002225 ],[0.99999846 0.99999802 0.99993035],[19.42807466 12.99073813 11.81700938],[18.58802239 28.62281654 13.55830238],[57.78125903 59.58511462 38.34955837],[22.82219796  5.39937241 -2.50961893],[41.41247309 19.60080438  6.23614607],[11.48905884 28.02860824  7.7430682 ],[48.01272169 50.37286804 35.79195383],[32.27798704 29.83977659 16.80099613],[-0.10629393 17.50479963 -0.48458777],[54.3393279  53.96398418 37.67881494]
41,[25.70160603 45.36189398 42.17442353],[13.05587118 35.76065964 41.79692264],[1.58840028 0.17532612 1.19114176],[ 39.26429848 355.7185543   50.74271472],[397.34416233 377.79363492 159.04477651],[13.99281433 22.64144582 88.17093036],[26.76860528 13.50408039 59.5599605 ],[ 9.01123273 15.60362794 39.58721107],[13.99281433 22.64144582 88.17093036],[0.73207284 0.39678896 1.18544503],[0.99458068 0.98068934 0.88694959],[0.99872469 0.98833809 0.89405569],[0.99998888 0.99999973 0.99983654],[0.98803385 0.8155217  0.86524853],[0.64519885 0.83189541 0.50882896],[0.99910901 0.99790721 0.70991485],[0.99819677 0.99846991 0.9031929 ],[0.99955771 0.99862731 0.93056162],[0.99910901 0.99790721 0.70991485],[0.99999774 0.99999911 0.99983767],[19.44021573 13.91564192  2.79201348],[25.32330385 15.98135508  2.87011044],[43.62022186 62.17253315 33.77372758],[15.75946412 -3.97266487  1.18552262],[-4.34391577 -4.49562723 -8.73739162],[24.72131954 19.95138238 -3.61351188],[19.0869061  24.4401652  -0.20609144],[28.54373685 23.18495378  3.34189845],[24.72131954 19.95138238 -3.61351188],[50.34833506 55.078274   33.8153682 ]
42,[25.54236468 45.6608586  14.55277916],[1.68006072 3.50131588 3.13537954],[0.08397591 0.20981048 0.16528532],[ 47.19411871 230.22973965  38.69806135],[10.21399469 69.29379282  3.21437143],[ 3.69208186 16.77316663 19.88837405],[0.07402904 0.28886498 0.34617651],[ 7.53438307 10.2337585   4.89830694],[ 3.69208186 16.77316663 19.88837405],[0.07761744 0.54065831 1.01713271],[0.99444023 0.97953611 0.97383745],[0.99997635 0.99988974 0.99880933],[0.99999994 0.99999971 0.99999647],[0.98111677 0.70489332 0.76561344],[0.99910939 0.95468701 0.99848565],[0.99988446 0.99729731 0.94241557],[0.99999996 0.99999933 0.99998775],[0.9995406  0.99902303 0.99719203],[0.99988446 0.99729731 0.94241557],[0.99999996 0.99999742 0.99985185],[19.49419895 13.85858403 12.03407781],[43.13292139 36.16483962 25.36719418],[69.15632646 60.61292209 50.92831115],[14.16166336 -0.19376295  3.53921241],[27.45550842 10.23557884 25.15107539],[36.29399454 22.55716427  9.321011  ],[70.25137919 57.83556749 44.50704457],[30.09846702 26.84876222 21.49207667],[36.29399454 22.55716427  9.321011  ],[69.84023415 52.3910079  35.14544418]
43,[24.51002267 44.11406745  3.51623309],[3.75789587 5.35987977 3.11972724],[0.2808069  0.29094919 0.31854051],[43.29981692 59.44417148 70.25638856],[45.9825183  51.10192519 32.16169355],[10.76993208  8.67363167 10.47530562],[0.24734167 0.32911862 0.45166089],[ 3.9728663  11.55526999  3.37207456],[10.76993208  8.67363167 10.47530562],[0.33345139 0.35462501 0.51867528],[0.99489799 0.98076434 0.99850079],[0.99988221 0.99971918 0.99868315],[0.99999942 0.99999922 0.99998873],[0.98475923 0.96767617 0.62460839],[0.98264892 0.97570483 0.87512654],[0.99901101 0.99926466 0.98441624],[0.99999953 0.99999895 0.99997618],[0.99987702 0.99877691 0.9985665 ],[0.99901101 0.99926466 0.98441624],[0.99999916 0.99999883 0.99996639],[19.85254671 14.15792344 24.37144346],[36.14052613 32.46636455 25.41066409],[58.67126556 57.77312247 45.22970315],[14.90969977 11.56727993 -1.64071985],[14.38756592 12.88072026  5.1462184 ],[26.99516168 28.28544599 14.88966254],[59.77347506 56.70241642 42.1967469 ],[35.65734198 25.79386356 24.7350532 ],[26.99516168 28.28544599 14.88966254],[57.17877036 56.05407825 40.99508561]
44,[25.42916646 44.26420176 14.14792843],[ 1.75833711 25.85367727  1.70052333],[0.15606399 0.01682679 0.13358412],[59.99376594 34.30468874 62.69376904],[ 38.19926855 243.48153506  30.86151876],[4.84669251 5.36180095 4.57801988],[0.10009509 0.08234959 0.08295858],[4.82667646 7.56594825 1.68988981],[4.84669251 5.36180095 4.57801988],[0.37841898 0.24719767 0.33559403],[0.99446722 0.9805717  0.97372211],[0.99997402 0.99340628 0.99960653],[0.99999979 1.         0.99999744],[0.97177943 0.99171979 0.6779964 ],[0.98739508 0.59653684 0.89853341],[0.9998009  0.99976021 0.99699019],[0.99999992 0.99999994 0.99999906],[0.99981454 0.99944665 0.99966823],[0.9998009  0.99976021 0.99699019],[0.99999877 0.99999949 0.99998412],[19.53277848 14.12841277 12.2791395 ],[42.73737811 18.79901903 30.68134471],[63.77336709 82.52943877 52.77789994],[12.07729848 16.34239584 -0.65149101],[15.99832003 -0.67985512  5.50465069],[33.93051163 32.46325175 22.07944311],[67.63116552 68.73623622 56.91577069],[33.9664572  29.47219817 30.73582883],[33.93051163 32.46325175 22.07944311],[56.07996265 59.18857798 44.77671206]
45,[49.65091124 44.99407284 26.41165518],[15.86451158 12.92279449 28.44313577],[0.71997169 0.46335491 1.96824252],[  8.76072904 107.2227267   47.90043626],[2.09960589 1.39479849 1.12311781],[22.47285727 12.39140066 66.4118737 ],[0.24762369 0.21564252 1.71787382],[ 4.28120011 12.98412436  6.12836465],[ 440.86563439  244.73875977 1295.80160849],[0.72486174 0.94821077 1.75021423],[0.97857253 0.98021532 0.89214168],[0.99783593 0.99835212 0.87964142],[0.99999567 0.9999979  0.99946092],[0.99933978 0.90297065 0.77120134],[0.99996216 0.99998083 0.99984977],[0.99565226 0.99848811 0.65278301],[0.99999961 0.99999955 0.99959947],[0.99989743 0.99844434 0.99639428],[0.47641056 0.67643917 0.04257885],[0.99999561 0.99999115 0.99958158],[13.7208765  13.98635936  6.85708421],[23.63088685 24.82233674  6.2134471 ],[50.49311262 53.73119011 29.41142439],[28.78861601  6.44372856  1.68620721],[41.19666534 44.15923616 34.28449031],[20.6062551  25.18705751 -1.15191808],[59.76357702 60.37477738 30.59317135],[35.00811041 24.78121217 19.54610461],[ -5.24670396  -0.7245896  -26.95777371],[50.43431741 47.51136783 30.43117238]
